election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
K20,loc:274,locality,loc:274,274,כפר מנחם,1,1,789,619,617,2,אמת,300,140,160,0.486224,300,0,4,0,0,0,11,0,0,0,0,29,3,20,140,0,0,0,0,99,0,0,10,0,0,1
K20,loc:276,locality,loc:276,276,צור משה,3,3,1682,1338,1336,2,אמת,663,264,399,0.496257,663,7,2,0,0,1,47,0,0,0,0,104,2,137,85,1,0,0,0,264,0,0,10,5,1,7
K20,loc:278,locality,loc:278,278,אושה,1,1,343,248,248,0,אמת,171,19,152,0.689516,171,0,1,0,0,0,5,0,0,0,0,14,3,15,17,0,0,0,0,19,0,0,3,0,0,0
K20,loc:28,locality,loc:28,28,מזכרת בתיה,14,14,8656,6903,6858,45,אמת,2197,1638,559,0.320356,2197,18,7,0,0,0,513,0,0,0,0,726,141,1638,282,6,0,0,0,1006,1,5,89,84,2,143
K20,loc:280,locality,loc:280,280,חניתה,1,1,696,457,456,1,אמת,264,77,187,0.578947,264,0,0,0,0,0,11,0,0,0,0,23,4,22,77,0,0,0,0,44,0,0,10,0,0,1
K20,loc:2800,locality,loc:2800,2800,קריית שמונה,31,31,18357,11338,11236,102,מחל,4367,1807,2560,0.388661,1091,44,20,2,1,0,936,1,0,0,0,1807,1187,4367,136,6,1,5,5,428,2,10,159,213,14,801
K20,loc:281,locality,loc:281,281,פקיעין חדשה,1,1,281,207,207,0,מחל,88,66,22,0.425121,19,2,0,0,0,0,7,0,0,0,0,11,0,88,0,0,0,0,0,3,0,0,1,10,0,66
K20,loc:282,locality,loc:282,282,שבי ציון,2,2,742,543,543,0,אמת,253,87,166,0.46593,253,0,1,0,0,0,25,0,0,0,0,45,2,82,29,0,0,0,0,87,0,1,12,2,0,4
K20,loc:284,locality,loc:284,284,שדה ורבורג,2,2,945,767,765,2,אמת,413,110,303,0.539869,413,1,0,0,0,0,20,0,0,0,0,35,5,72,95,0,0,0,0,110,0,0,14,0,0,0
K20,loc:285,locality,loc:285,285,אלונים,1,1,517,408,403,5,אמת,260,55,205,0.645161,260,0,0,0,0,0,7,0,0,0,0,23,3,17,30,0,0,0,0,55,1,0,7,0,0,0
K20,loc:286,locality,loc:286,286,מעלה החמישה,1,1,496,350,349,1,אמת,222,45,177,0.636103,222,0,0,0,0,0,7,0,0,0,0,11,3,24,45,0,0,0,0,32,0,0,3,2,0,0
K20,loc:287,locality,loc:287,287,תל יצחק,1,1,675,571,567,4,אמת,340,76,264,0.599647,340,1,0,0,0,0,13,0,0,0,0,20,5,52,54,0,0,0,0,76,0,0,2,0,2,2
K20,loc:288,locality,loc:288,288,בית יהושע,1,1,661,530,529,1,אמת,261,93,168,0.493384,261,3,1,0,0,0,14,0,0,0,0,27,3,59,56,2,0,0,0,93,0,0,2,7,0,1
K20,loc:289,locality,loc:289,289,עין המפרץ,2,2,654,509,509,0,אמת,302,152,150,0.59332,302,2,0,0,0,0,4,0,0,0,0,12,0,5,152,0,0,0,0,22,0,0,10,0,0,0
K20,loc:29,locality,loc:29,29,יסוד המעלה,2,2,1121,857,855,2,אמת,356,157,199,0.416374,356,2,0,0,0,0,73,0,0,0,0,57,11,157,39,1,0,0,0,122,0,0,15,17,2,3
K20,loc:290,locality,loc:290,290,מעיין צבי,1,1,616,443,442,1,אמת,277,67,210,0.626697,277,1,0,0,0,0,8,0,0,0,0,24,2,22,36,0,0,0,0,67,0,0,2,1,1,1
K20,loc:292,locality,loc:292,292,שרונה,1,1,433,347,346,1,אמת,176,41,135,0.508671,176,0,0,0,0,0,25,0,0,0,0,29,4,39,23,0,0,0,0,41,0,0,5,3,1,0
K20,loc:293,locality,loc:293,293,שדה יואב,1,1,274,223,223,0,אמת,118,67,51,0.529148,118,0,0,0,0,0,5,0,0,0,0,2,2,9,67,0,0,0,0,19,0,0,1,0,0,0
K20,loc:294,locality,loc:294,294,אילון,2,2,755,590,589,1,אמת,216,168,48,0.366723,216,0,3,0,0,1,19,0,0,0,0,37,8,73,168,1,0,0,0,51,0,0,8,0,0,4
K20,loc:295,locality,loc:295,295,כפר רופין,1,1,396,268,268,0,אמת,168,31,137,0.626866,168,0,1,0,0,0,11,0,0,0,0,10,3,15,22,0,0,0,0,31,0,0,6,1,0,0
K20,loc:296,locality,loc:296,296,נווה איתן,1,1,229,141,140,1,אמת,78,16,62,0.557143,78,0,0,0,1,0,6,0,0,0,0,4,0,16,16,0,0,0,0,10,0,0,6,0,1,2
K20,loc:297,locality,loc:297,297,כפר מסריק,1,1,519,388,386,2,אמת,217,104,113,0.562176,217,0,0,0,0,0,5,0,0,0,0,3,9,13,104,0,0,0,1,30,0,0,3,0,0,1
K20,loc:298,locality,loc:298,298,מסילות,1,1,453,304,304,0,אמת,188,46,142,0.618421,188,0,1,0,0,0,8,0,0,0,0,15,6,10,46,0,0,0,0,24,0,0,6,0,0,0
K20,loc:300,locality,loc:300,300,דלייה,2,2,670,522,522,0,אמת,259,195,64,0.496169,259,1,2,0,0,0,6,0,0,0,0,8,1,5,195,0,0,0,0,40,0,0,2,1,2,0
K20,loc:3000,locality,loc:3000,3000,ירושלים,681,660,385888,258879,255286,3593,מחל,61874,53948,7926,0.242371,24696,53948,3148,10,26,17,21266,19,4,0,7,11949,6032,61874,10166,253,16,54,215,10752,37,148,1619,18330,121,30579
K20,loc:301,locality,loc:301,301,בית עוזיאל,1,1,434,334,333,1,מחל,123,59,64,0.369369,51,0,1,0,0,0,31,0,0,0,0,59,6,123,5,0,0,0,0,23,0,0,3,15,0,16
K20,loc:302,locality,loc:302,302,דפנה,1,1,554,444,442,2,אמת,267,49,218,0.604072,267,0,1,0,0,0,6,0,0,0,0,28,8,28,39,0,0,0,0,49,0,0,15,0,0,1
K20,loc:303,locality,loc:303,303,דן,1,1,467,357,356,1,אמת,179,119,60,0.502809,179,0,1,0,0,0,3,0,0,0,0,11,2,6,119,0,0,0,0,22,0,0,9,4,0,0
K20,loc:304,locality,loc:304,304,שדה אליהו,1,1,594,393,393,0,טב,201,107,94,0.51145,22,2,0,0,0,0,201,0,0,0,0,18,1,107,6,2,0,0,0,23,0,0,3,8,0,0
K20,loc:305,locality,loc:305,305,גשר,1,1,420,281,281,0,אמת,191,25,166,0.679715,191,0,0,0,0,0,5,0,0,0,0,8,5,16,25,1,0,1,0,23,0,0,6,0,0,0
K20,loc:306,locality,loc:306,306,שדמות דבורה,1,1,448,369,368,1,אמת,197,59,138,0.535326,197,0,0,0,0,0,12,0,0,0,0,26,1,34,24,0,0,0,0,59,1,0,12,2,0,0
K20,loc:307,locality,loc:307,307,הזורעים,1,1,464,390,390,0,טב,221,94,127,0.566667,10,3,0,0,0,0,221,0,0,0,0,17,1,94,0,0,0,1,0,2,0,0,2,30,0,9
K20,loc:308,locality,loc:308,308,מחניים,1,1,467,343,342,1,אמת,184,38,146,0.538012,184,2,0,0,0,0,9,0,0,0,0,25,9,38,23,0,0,0,0,38,0,0,7,4,0,3
K20,loc:309,locality,loc:309,309,נהורה,2,2,889,676,673,3,מחל,266,93,173,0.395245,93,6,1,0,0,0,50,0,0,0,0,91,11,266,10,0,0,0,0,46,0,0,11,24,1,63
K20,loc:31,locality,loc:31,31,אופקים,33,33,18915,12637,12453,184,מחל,3752,2450,1302,0.301293,650,1808,9,1,3,2,730,3,0,0,0,625,1258,3752,66,5,0,4,7,378,8,4,116,569,5,2450
K20,loc:310,locality,loc:310,310,כפר גליקסון,1,1,260,194,192,2,אמת,121,27,94,0.630208,121,0,0,0,0,0,2,0,0,0,0,12,1,9,27,0,0,0,0,16,0,0,3,0,1,0
K20,loc:311,locality,loc:311,311,גן שורק,1,1,247,199,198,1,אמת,87,38,49,0.439394,87,2,0,0,0,0,14,0,0,0,0,11,0,30,10,0,0,0,0,38,0,0,5,0,1,0
K20,loc:312,locality,loc:312,312,נווה ים,1,1,205,163,163,0,אמת,66,25,41,0.404908,66,0,0,0,0,0,14,0,0,0,0,21,4,25,9,1,0,0,0,14,0,0,4,2,2,1
K20,loc:313,locality,loc:313,313,אפק,1,1,413,305,305,0,אמת,208,34,174,0.681967,208,0,1,0,0,0,8,0,0,0,0,9,2,13,23,0,0,0,0,34,0,0,4,0,1,2
K20,loc:315,locality,loc:315,315,נגבה,1,1,629,430,430,0,אמת,251,64,187,0.583721,251,0,0,0,0,0,11,0,0,0,0,16,4,21,57,0,1,0,0,64,0,0,4,1,0,0
K20,loc:316,locality,loc:316,316,כפר נטר,1,1,693,561,561,0,אמת,293,94,199,0.522282,293,0,2,0,0,0,11,0,0,0,0,34,5,60,55,0,0,0,0,94,0,0,5,1,0,1
K20,loc:317,locality,loc:317,317,בית אורן,1,1,280,193,193,0,אמת,89,28,61,0.46114,89,1,1,0,0,0,11,0,0,0,0,11,5,16,27,0,0,0,0,28,0,0,4,0,0,0
K20,loc:318,locality,loc:318,318,עמיעוז,1,1,202,143,143,0,מחל,54,28,26,0.377622,21,2,0,0,0,0,10,0,0,0,0,7,1,54,1,0,0,0,0,12,0,1,1,5,0,28
K20,loc:319,locality,loc:319,319,עמיר,1,1,473,348,348,0,אמת,176,111,65,0.505747,176,0,2,0,0,0,5,0,0,0,0,17,4,13,111,0,0,0,0,11,0,1,8,0,0,0
K20,loc:32,locality,loc:32,32,עוצם,1,1,396,323,322,1,שס,169,79,90,0.524845,10,3,0,0,0,0,12,0,0,0,0,18,1,79,0,0,0,0,0,2,0,0,3,25,0,169
K20,loc:320,locality,loc:320,320,כפר ורבורג,2,2,740,598,597,1,אמת,288,92,196,0.482412,288,0,0,0,0,0,30,0,0,0,0,46,10,69,42,0,0,0,0,92,0,0,11,4,0,5
K20,loc:322,locality,loc:322,322,בית הלל,1,1,526,391,391,0,אמת,216,69,147,0.55243,216,0,0,0,0,0,6,0,0,0,0,27,5,24,33,0,0,0,0,69,0,0,6,3,0,2
K20,loc:324,locality,loc:324,324,שאר ישוב,1,1,400,321,321,0,אמת,124,57,67,0.386293,124,0,0,0,0,1,11,0,0,0,0,36,1,57,19,0,0,0,0,57,0,0,13,1,1,0
K20,loc:325,locality,loc:325,325,מצובה,1,1,777,560,558,2,אמת,253,98,155,0.453405,253,0,0,0,0,0,26,0,0,0,0,39,9,81,39,0,0,0,0,98,1,9,0,0,0,3
K20,loc:326,locality,loc:326,326,בית יצחק-שער חפר,3,3,1617,1303,1299,4,אמת,730,211,519,0.561971,730,5,1,0,0,0,30,0,0,0,0,64,12,119,110,0,1,0,0,211,0,1,9,4,1,1
K20,loc:327,locality,loc:327,327,שדות ים,2,2,637,518,518,0,אמת,344,44,300,0.664093,344,8,3,0,0,0,14,0,0,0,0,19,2,35,44,0,0,0,1,38,0,0,7,1,2,0
K20,loc:329,locality,loc:329,329,שדה נחמיה,1,1,641,502,502,0,אמת,251,62,189,0.5,251,1,0,0,0,0,16,0,0,0,0,62,9,49,36,0,0,0,0,54,0,1,17,1,0,5
K20,loc:33,locality,loc:33,33,בת שלמה,1,1,397,323,320,3,אמת,117,49,68,0.365625,117,1,2,0,0,0,17,1,0,0,0,26,6,49,38,0,0,0,0,46,0,1,13,1,0,2
K20,loc:330,locality,loc:330,330,אלומות,1,1,258,177,177,0,אמת,105,26,79,0.59322,105,1,0,0,0,0,2,0,0,0,0,11,0,9,21,0,0,0,0,26,0,0,2,0,0,0
K20,loc:331,locality,loc:331,331,ניר צבי,2,2,889,695,693,2,אמת,321,127,194,0.463203,321,1,1,0,0,0,13,0,0,0,0,45,3,84,75,1,0,0,0,127,0,0,17,5,0,0
K20,loc:334,locality,loc:334,334,קבוצת יבנה,2,2,637,476,476,0,טב,205,74,131,0.430672,74,0,2,0,0,0,205,0,0,0,0,20,3,70,9,6,0,0,0,70,0,0,5,10,0,2
K20,loc:335,locality,loc:335,335,רמת השופט,2,2,689,494,494,0,אמת,238,120,118,0.481781,238,0,0,0,0,0,8,0,0,0,0,28,4,25,120,1,0,0,0,66,0,0,3,0,1,0
K20,loc:336,locality,loc:336,336,דורות,1,1,513,384,382,2,אמת,245,48,197,0.641361,245,0,0,0,0,0,14,0,0,0,0,12,3,7,48,0,0,0,0,40,0,1,11,0,0,1
K20,loc:338,locality,loc:338,338,איבים,1,1,196,77,75,2,מחל,49,4,45,0.653333,4,1,1,0,0,0,3,0,0,0,0,1,3,49,1,0,0,0,0,2,0,0,2,4,1,3
K20,loc:339,locality,loc:339,339,רמת צבי,1,1,395,329,329,0,אמת,183,51,132,0.556231,183,2,1,0,0,0,19,0,0,0,0,15,7,27,17,0,0,0,0,51,0,0,4,2,0,1
K20,loc:340,locality,loc:340,340,גת (קיבוץ),1,1,471,332,331,1,אמת,170,77,93,0.513595,170,0,2,0,0,0,7,0,0,0,0,17,2,17,77,0,0,0,0,33,0,0,4,0,2,0
K20,loc:342,locality,loc:342,342,גברעם,1,1,296,211,211,0,אמת,115,32,83,0.545024,115,1,0,0,0,0,3,0,0,0,0,12,8,19,13,2,0,0,0,32,0,0,4,0,1,1
K20,loc:343,locality,loc:343,343,חמדיה,1,1,315,227,226,1,אמת,119,38,81,0.526549,119,0,0,0,0,0,10,0,0,0,0,9,4,38,10,0,0,0,0,28,0,0,6,0,0,2
K20,loc:344,locality,loc:344,344,מענית,1,1,485,410,408,2,אמת,217,111,106,0.531863,217,0,3,0,0,0,7,0,0,0,0,8,3,21,111,0,0,0,0,32,0,0,4,1,0,1
K20,loc:345,locality,loc:345,345,כפר סאלד,1,1,443,333,333,0,אמת,228,40,188,0.684685,228,0,1,0,0,0,8,0,0,0,0,11,1,9,40,0,0,0,0,23,0,0,12,0,0,0
K20,loc:346,locality,loc:346,346,גליל ים,1,1,318,271,269,2,אמת,169,31,138,0.628253,169,0,4,0,0,0,6,0,0,0,0,9,0,17,28,0,0,0,0,31,0,0,0,0,1,4
K20,loc:347,locality,loc:347,347,מנרה,1,1,215,138,137,1,אמת,92,19,73,0.671533,92,0,0,0,0,0,0,0,0,0,0,6,6,3,19,0,0,0,0,6,0,0,5,0,0,0
K20,loc:348,locality,loc:348,348,ניר עם,1,1,339,216,215,1,אמת,124,26,98,0.576744,124,3,0,0,0,0,5,0,0,0,0,5,0,18,26,0,0,0,0,23,0,0,10,0,0,1
K20,loc:3488,locality,loc:3488,3488,כפר עציון,1,1,421,337,337,0,טב,211,69,142,0.626113,12,0,0,0,0,0,211,0,0,0,0,16,1,69,4,0,0,0,0,9,0,0,3,11,0,1
K20,loc:35,locality,loc:35,35,גדות,1,1,355,243,243,0,אמת,153,38,115,0.62963,153,0,0,0,0,0,6,0,0,0,0,9,3,6,38,0,0,0,0,17,0,0,10,0,1,0
K20,loc:351,locality,loc:351,351,ניצן,2,2,932,744,744,0,טב,339,220,119,0.455645,6,0,0,0,0,0,339,0,0,0,0,24,4,220,1,1,0,0,0,13,0,0,3,127,0,6
K20,loc:352,locality,loc:352,352,גבולות,1,1,273,165,161,4,מרצ,59,48,11,0.36646,48,0,1,0,0,0,4,0,0,0,0,11,9,9,59,0,0,0,0,13,0,0,6,1,0,0
K20,loc:353,locality,loc:353,353,בית זיד,1,1,108,68,68,0,אמת,41,8,33,0.602941,41,0,0,0,0,0,0,0,0,0,0,4,0,5,8,0,0,0,0,8,1,0,0,0,0,1
K20,loc:354,locality,loc:354,354,רביבים,1,1,678,451,451,0,אמת,276,49,227,0.611973,276,0,1,0,0,1,22,1,0,0,0,21,17,23,49,1,1,0,0,28,0,0,10,0,0,0
K20,loc:355,locality,loc:355,355,חורשים,1,1,273,184,184,0,אמת,69,52,17,0.375,69,1,1,0,0,0,12,0,0,0,0,4,2,14,52,1,0,0,0,26,0,0,1,1,0,0
K20,loc:3555,locality,loc:3555,3555,נתיב הגדוד,1,1,149,105,105,0,אמת,30,25,5,0.285714,30,0,0,0,0,0,11,0,0,0,0,14,3,25,3,0,0,0,0,12,0,0,4,3,0,0
K20,loc:3556,locality,loc:3556,3556,אלמוג,1,1,145,105,104,1,אמת,53,16,37,0.509615,53,0,0,0,0,0,5,0,0,0,1,9,0,13,6,0,0,0,0,16,0,0,1,0,0,0
K20,loc:3557,locality,loc:3557,3557,קדומים,4,4,2382,2053,2045,8,טב,1332,410,922,0.651345,5,12,0,0,0,0,1332,0,0,0,0,13,14,410,2,0,0,0,0,6,0,2,3,228,0,18
K20,loc:3558,locality,loc:3558,3558,תומר,1,1,243,177,176,1,מחל,49,35,14,0.278409,35,0,0,0,0,0,29,0,0,0,0,18,7,49,0,0,0,0,0,34,0,0,4,0,0,0
K20,loc:356,locality,loc:356,356,הגושרים,1,1,562,414,414,0,אמת,232,54,178,0.560386,232,0,0,0,0,0,8,0,0,0,0,26,4,54,32,0,1,0,0,45,0,0,8,0,0,4
K20,loc:3560,locality,loc:3560,3560,אלקנה,4,4,2455,2100,2094,6,טב,1459,362,1097,0.696753,22,11,0,0,0,0,1459,0,0,0,0,25,6,362,3,1,0,1,0,25,0,0,11,151,0,17
K20,loc:3561,locality,loc:3561,3561,מגדל עוז,1,1,240,173,173,0,טב,126,31,95,0.728324,2,0,1,0,0,0,126,0,0,0,0,2,1,31,3,0,0,0,0,1,0,0,0,6,0,0
K20,loc:3563,locality,loc:3563,3563,תקוע,3,3,1797,1459,1457,2,טב,717,445,272,0.492107,18,14,2,0,0,0,717,0,0,0,0,28,42,445,11,6,0,0,0,19,0,0,22,122,2,9
K20,loc:3564,locality,loc:3564,3564,כוכב השחר,2,2,1014,872,871,1,טב,494,285,209,0.567164,0,1,0,0,0,0,494,0,0,0,0,5,1,74,1,0,0,0,0,0,0,0,7,285,0,3
K20,loc:3565,locality,loc:3565,3565,רימונים,1,1,454,317,315,2,מחל,164,53,111,0.520635,20,0,0,0,0,0,53,0,0,0,0,20,11,164,1,0,0,0,0,16,0,0,11,10,0,9
K20,loc:3566,locality,loc:3566,3566,יפית,1,1,135,82,82,0,מחל,26,17,9,0.317073,13,0,1,0,0,0,17,0,0,0,0,10,0,26,1,0,0,0,0,6,0,0,3,2,0,3
K20,loc:3567,locality,loc:3567,3567,סלעית,1,1,408,318,317,1,אמת,148,78,70,0.466877,148,0,1,0,0,0,11,0,0,0,0,7,1,49,18,0,0,0,0,78,0,0,4,0,0,0
K20,loc:3568,locality,loc:3568,3568,ריחן,1,1,131,100,99,1,אמת,29,20,9,0.292929,29,0,0,0,0,0,18,0,0,0,0,8,0,20,4,0,0,0,0,11,0,1,8,0,0,0
K20,loc:3569,locality,loc:3569,3569,מבוא דותן,1,1,265,169,169,0,מחל,73,39,34,0.431953,14,1,1,0,0,0,39,0,0,0,0,8,14,73,1,0,0,0,0,2,0,0,4,11,0,1
K20,loc:357,locality,loc:357,357,כפר בלום,1,1,645,452,451,1,אמת,244,46,198,0.54102,244,0,0,0,0,0,16,0,0,0,0,37,12,46,45,1,0,0,0,43,0,0,5,0,0,2
K20,loc:3570,locality,loc:3570,3570,אריאל,25,24,14190,9876,9717,159,מחל,4486,1550,2936,0.461665,432,31,6,2,0,2,1303,3,0,0,0,605,1550,4486,58,6,0,1,0,556,3,6,223,350,9,85
K20,loc:3571,locality,loc:3571,3571,שבי שומרון,1,1,520,409,408,1,טב,157,120,37,0.384804,0,6,0,0,0,0,157,0,0,0,0,3,6,106,3,0,0,0,0,2,0,0,1,120,0,4
K20,loc:3572,locality,loc:3572,3572,כפר תפוח,1,1,490,372,371,1,טב,146,114,32,0.393531,1,2,0,0,0,0,146,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,114,0,11
K20,loc:3573,locality,loc:3573,3573,נווה צוף,1,1,761,631,629,2,טב,387,140,247,0.615262,0,6,0,0,0,0,387,0,0,0,0,3,4,140,1,2,0,0,0,4,0,0,2,72,0,8
K20,loc:3574,locality,loc:3574,3574,בית אל,5,5,3210,2730,2726,4,טב,1604,724,880,0.588408,5,19,0,0,0,0,1604,0,0,0,0,10,2,308,0,3,0,3,0,2,1,1,24,724,0,20
K20,loc:3575,locality,loc:3575,3575,בית חורון,1,1,706,606,606,0,טב,281,184,97,0.463696,12,13,0,0,0,0,281,0,0,0,0,31,3,184,5,1,0,0,0,10,0,0,7,51,0,8
K20,loc:3576,locality,loc:3576,3576,מצפה יריחו,2,2,1166,989,987,2,טב,526,259,267,0.532928,1,12,1,0,0,0,526,0,0,0,0,12,0,151,3,0,0,0,0,3,0,2,6,259,0,11
K20,loc:3578,locality,loc:3578,3578,שדמות מחולה,1,1,321,263,263,0,טב,198,30,168,0.752852,1,2,0,0,0,0,198,0,0,0,0,1,0,26,1,0,0,0,0,0,0,0,4,30,0,0
K20,loc:3579,locality,loc:3579,3579,אלון מורה,2,2,904,751,751,0,טב,429,219,210,0.571238,2,3,1,0,0,0,429,0,0,0,0,4,1,79,0,0,0,0,0,4,0,0,4,219,0,5
K20,loc:358,locality,loc:358,358,יד מרדכי,2,2,648,477,477,0,אמת,198,169,29,0.415094,198,1,0,0,0,0,10,0,0,0,0,17,5,16,169,0,0,0,0,56,0,0,5,0,0,0
K20,loc:359,locality,loc:359,359,ניצנים,1,1,344,262,260,2,אמת,162,36,126,0.623077,162,0,0,0,0,0,0,0,0,0,0,12,0,5,36,0,0,0,0,36,0,0,6,2,1,0
K20,loc:3598,locality,loc:3598,3598,ארגמן,1,1,130,88,87,1,מחל,34,13,21,0.390805,13,0,1,0,0,0,12,0,0,0,0,7,3,34,1,0,0,0,0,9,0,1,2,2,0,2
K20,loc:3599,locality,loc:3599,3599,מחולה,1,1,394,324,322,2,טב,185,60,125,0.574534,13,0,0,0,0,0,185,0,0,0,0,2,3,60,4,0,0,0,0,6,0,0,5,43,0,1
K20,loc:36,locality,loc:36,36,שדה דוד,1,1,295,203,199,4,מחל,118,28,90,0.592965,19,1,0,0,0,0,4,0,0,0,0,17,0,118,1,0,0,0,0,9,0,0,2,0,0,28
K20,loc:360,locality,loc:360,360,"גבעת ניל""י",1,1,412,333,333,0,מחל,112,67,45,0.336336,67,0,2,0,0,0,12,0,0,0,0,54,0,112,27,0,0,0,0,44,0,1,12,0,1,1
K20,loc:3601,locality,loc:3601,3601,קליה,1,1,330,255,254,1,אמת,72,49,23,0.283465,72,0,0,0,0,0,47,0,0,0,0,29,3,35,7,3,0,0,0,49,0,0,8,1,0,0
K20,loc:3602,locality,loc:3602,3602,ראש צורים,1,1,461,412,411,1,טב,315,62,253,0.766423,3,1,1,0,0,0,315,0,0,0,0,10,1,62,0,1,0,0,0,4,0,0,1,9,1,2
K20,loc:3603,locality,loc:3603,3603,הר גילה,2,2,864,694,691,3,מחל,283,93,190,0.409551,86,2,2,0,0,2,93,0,0,0,0,79,13,283,22,1,0,0,0,56,0,0,11,16,1,24
K20,loc:3604,locality,loc:3604,3604,אלון שבות,3,3,2009,1663,1659,4,טב,1069,398,671,0.644364,21,10,1,0,0,0,1069,0,0,0,0,25,3,398,6,4,0,0,0,14,0,1,2,102,0,3
K20,loc:3605,locality,loc:3605,3605,משואה,1,1,132,97,96,1,מחל,39,25,14,0.40625,8,0,1,0,0,0,25,0,0,0,0,6,1,39,1,0,0,0,0,11,0,0,4,0,0,0
K20,loc:3606,locality,loc:3606,3606,גלגל,1,1,132,82,82,0,פה,22,21,1,0.268293,17,0,0,0,0,0,15,0,0,0,0,6,0,21,1,0,0,0,0,22,0,0,0,0,0,0
K20,loc:3607,locality,loc:3607,3607,"ייט""ב",1,1,168,138,137,1,ל,52,49,3,0.379562,0,2,0,0,0,0,49,0,0,0,0,4,52,11,0,0,0,0,0,0,0,0,4,15,0,0
K20,loc:3608,locality,loc:3608,3608,מעלה אפרים,2,2,1165,650,640,10,מחל,237,133,104,0.370312,70,4,4,0,0,1,133,0,0,0,0,42,39,237,5,0,0,0,0,27,0,0,16,54,1,7
K20,loc:3609,locality,loc:3609,3609,חמרה,1,1,132,93,93,0,מחל,33,24,9,0.354839,24,1,0,0,0,0,10,0,0,0,0,10,0,33,3,0,0,0,0,7,0,0,1,4,0,0
K20,loc:3610,locality,loc:3610,3610,מצפה שלם,1,1,151,110,110,0,אמת,61,12,49,0.554545,61,0,0,0,0,0,5,0,0,0,0,9,3,8,9,0,0,0,0,12,0,0,3,0,0,0
K20,loc:3611,locality,loc:3611,3611,קריית ארבע,7,7,4492,3340,3319,21,טב,1141,1006,135,0.343778,30,11,1,0,0,0,1141,0,0,0,0,47,159,834,10,2,0,5,0,15,0,1,21,1006,2,34
K20,loc:3612,locality,loc:3612,3612,בקעות,1,1,142,115,115,0,מחל,45,24,21,0.391304,24,0,0,0,0,0,10,0,0,0,0,8,0,45,0,1,0,0,0,21,0,0,5,0,0,1
K20,loc:3613,locality,loc:3613,3613,גיתית,1,1,187,150,150,0,טב,61,36,25,0.406667,16,0,0,0,0,0,61,0,0,0,0,10,2,36,1,0,0,0,0,2,0,0,3,19,0,0
K20,loc:3614,locality,loc:3614,3614,מכורה,1,1,115,81,81,0,מחל,22,20,2,0.271605,20,0,0,0,0,0,12,0,0,0,0,12,0,22,0,0,0,0,0,10,0,0,5,0,0,0
K20,loc:3615,locality,loc:3615,3615,פצאל,1,1,225,176,176,0,מחל,58,38,20,0.329545,36,0,0,0,0,0,38,0,0,0,0,14,1,58,0,0,0,0,0,25,0,0,4,0,0,0
K20,loc:3616,locality,loc:3616,3616,מעלה אדומים,44,44,26709,20009,19860,149,מחל,9472,2895,6577,0.476939,999,289,11,1,0,1,2895,0,0,0,0,1530,1248,9472,146,13,2,2,2,1144,0,15,237,844,9,1000
K20,loc:3617,locality,loc:3617,3617,עפרה,3,3,1782,1485,1479,6,טב,1051,246,805,0.710615,5,4,1,0,0,0,1051,0,0,0,1,12,4,246,1,0,0,0,0,4,0,0,12,136,0,2
K20,loc:3618,locality,loc:3618,3618,אלעזר,2,2,1309,1108,1107,1,טב,688,291,397,0.6215,11,3,0,0,0,0,688,0,0,0,0,16,3,291,4,2,0,1,0,13,0,0,6,60,0,9
K20,loc:3619,locality,loc:3619,3619,רועי,1,1,190,154,154,0,טב,54,33,21,0.350649,31,0,0,0,0,0,54,0,0,0,0,7,2,33,3,0,0,0,0,19,0,0,2,2,0,1
K20,loc:362,locality,loc:362,362,רוחמה,1,1,457,305,301,4,אמת,168,80,88,0.55814,168,0,0,0,0,0,11,0,0,0,0,7,2,5,80,0,0,0,0,25,0,0,2,0,0,1
K20,loc:3620,locality,loc:3620,3620,נערן,1,1,72,55,55,0,אמת,47,5,42,0.854545,47,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0
K20,loc:363,locality,loc:363,363,חפץ חיים,1,1,321,282,281,1,טב,156,66,90,0.55516,1,12,0,0,0,0,156,0,0,0,0,4,0,66,1,1,0,0,0,5,0,0,1,30,0,4
K20,loc:3638,locality,loc:3638,3638,כפר אדומים,3,3,2062,1681,1681,0,מחל,619,601,18,0.368233,118,7,0,0,0,0,601,0,0,0,0,100,24,619,11,8,0,0,0,111,0,1,17,60,0,4
K20,loc:3639,locality,loc:3639,3639,ורד יריחו,1,1,173,136,135,1,מחל,53,23,30,0.392593,22,2,0,0,0,0,23,0,0,0,0,15,0,53,1,0,0,0,0,12,0,0,5,0,0,2
K20,loc:364,locality,loc:364,364,כפר אוריה,1,1,499,402,402,0,אמת,148,94,54,0.368159,148,0,2,0,0,0,18,0,0,0,0,37,0,94,53,1,0,0,0,37,0,0,3,2,0,7
K20,loc:3640,locality,loc:3640,3640,קרני שומרון,8,8,5324,4151,4123,28,טב,1852,1277,575,0.449187,100,28,0,0,0,0,1852,0,0,0,1,119,175,1277,15,6,0,3,0,78,0,2,59,312,1,95
