election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,ינ,יף,יק,יר,כ,כן,ל,מחל,נ,נז,ני,נץ,נק,פה,ףז,ץ,ק,קי,קך,קץ,שס
K23,loc:254,locality,loc:254,254,כפר המכבי,1,1,307,215,215,0,פה,152,40,112,0.706977,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,152,0,0,0,0,0,0,0
K23,loc:255,locality,loc:255,255,כפר חיטים,1,1,508,344,344,0,פה,151,144,7,0.438953,24,0,0,1,0,0,11,0,0,0,0,0,0,0,0,6,144,0,0,0,1,0,151,0,0,0,0,0,0,6
K23,loc:2550,locality,loc:2550,2550,גדרה,27,27,17628,13122,13059,63,מחל,5212,4886,326,0.399112,834,144,30,10,0,0,626,2,0,0,1,0,1,0,3,461,5212,5,3,0,81,1,4886,7,2,1,0,0,2,747
K23,loc:256,locality,loc:256,256,ניר דוד (תל עמל),1,1,619,471,470,1,פה,261,170,91,0.555319,170,1,2,0,0,0,6,0,0,0,0,0,0,1,0,8,19,1,0,0,1,0,261,0,0,0,0,0,0,0
K23,loc:2560,locality,loc:2560,2560,ערד,35,35,21515,12774,12682,92,ג,3090,2989,101,0.243652,456,3090,165,13,2,0,318,5,1,2,0,9,3,1,3,2494,2790,10,3,2,29,1,2989,2,4,7,5,2,2,274
K23,loc:257,locality,loc:257,257,נופך,1,1,389,325,325,0,מחל,159,100,59,0.489231,19,1,3,0,0,0,11,0,0,0,0,0,0,3,0,5,159,0,0,0,1,0,100,0,0,0,0,0,0,23
K23,loc:259,locality,loc:259,259,שדה נחום,1,1,549,400,399,1,פה,206,125,81,0.516291,48,0,1,1,0,0,5,0,0,0,0,0,0,0,0,8,125,0,0,0,1,0,206,0,1,0,0,0,0,3
K23,loc:26,locality,loc:26,26,ראש פינה,4,4,2405,1670,1664,6,פה,710,456,254,0.426683,258,22,28,4,0,0,83,0,0,0,0,0,0,0,1,49,456,6,0,0,10,0,710,2,0,1,0,0,1,33
K23,loc:2600,locality,loc:2600,2600,אילת,83,83,50714,22754,22636,118,מחל,11250,6163,5087,0.496996,851,185,237,19,1,0,728,3,1,1,2,1,2,5,6,1605,11250,16,5,1,102,2,6163,11,3,5,1,3,5,1422
K23,loc:2610,locality,loc:2610,2610,בית שמש,103,103,65157,43317,43031,286,ג,15447,11349,4098,0.358974,394,15447,20,14,1,0,3601,3,3,1,0,3,1,6,4,1382,11349,17,3,3,354,4,1942,10,0,4,1,5,9,8450
K23,loc:262,locality,loc:262,262,גינוסר,1,1,539,371,370,1,פה,211,80,131,0.57027,80,0,4,0,0,0,6,0,1,0,0,0,0,0,0,2,61,1,0,0,3,0,211,0,0,0,0,0,0,1
K23,loc:2620,locality,loc:2620,2620,קריית אונו,46,46,29021,21506,21447,59,פה,11167,5636,5531,0.520679,2116,92,82,19,0,0,768,0,0,1,1,1,0,2,2,774,5636,11,5,0,51,2,11167,9,0,3,0,7,6,692
K23,loc:263,locality,loc:263,263,מסדה,1,1,271,172,172,0,פה,105,39,66,0.610465,39,0,4,0,0,0,2,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,105,0,0,0,0,0,0,2
K23,loc:2630,locality,loc:2630,2630,קריית גת,71,71,42639,29040,28767,273,מחל,13159,4404,8755,0.457434,515,2173,11,15,0,0,1036,0,2,4,1,5,1,4,10,3430,13159,18,7,10,131,2,3792,5,3,8,8,8,5,4404
K23,loc:264,locality,loc:264,264,שער הגולן,1,1,490,365,365,0,פה,225,106,119,0.616438,106,0,2,0,0,0,4,0,0,0,0,0,0,0,0,3,21,0,1,0,1,1,225,0,0,0,0,0,0,1
K23,loc:2640,locality,loc:2640,2640,ראש העין,72,72,43052,33310,33216,94,מחל,13336,11658,1678,0.401493,1325,740,43,13,1,0,1627,1,2,1,1,1,0,1,3,1081,13336,14,4,4,200,0,11658,4,1,1,0,4,4,3146
K23,loc:265,locality,loc:265,265,בית יוסף,1,1,367,251,250,1,מחל,179,34,145,0.716,9,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,179,0,0,0,2,1,17,0,0,0,0,0,0,34
K23,loc:2650,locality,loc:2650,2650,רמת השרון,60,60,37312,27094,27048,46,פה,16130,5318,10812,0.596347,2934,489,152,15,1,0,561,0,1,0,0,1,2,2,5,629,5318,6,2,0,50,0,16130,4,1,4,0,7,1,733
K23,loc:2660,locality,loc:2660,2660,יבנה,57,57,33555,25148,25019,129,מחל,11421,7418,4003,0.456493,819,252,23,20,2,0,1078,3,1,2,0,0,0,1,6,1077,11421,14,1,0,132,2,7418,5,0,4,1,0,4,2733
K23,loc:267,locality,loc:267,267,כפר שמריהו,3,3,1904,1238,1235,3,פה,823,222,601,0.666397,113,6,5,2,0,0,22,0,0,0,0,0,0,0,0,33,222,2,0,0,1,0,823,0,0,0,0,0,0,6
K23,loc:268,locality,loc:268,268,טירת צבי,1,1,516,403,400,3,טב,193,93,100,0.4825,21,4,0,0,0,0,193,0,0,0,0,0,0,0,0,0,85,1,0,0,1,0,93,0,0,0,0,1,0,1
K23,loc:269,locality,loc:269,269,מולדת,2,2,817,601,601,0,פה,425,85,340,0.707155,85,2,1,0,0,0,14,0,0,0,0,0,0,0,0,13,56,1,0,0,1,0,425,0,0,0,0,0,0,3
K23,loc:27,locality,loc:27,27,שדות מיכה,1,1,267,202,202,0,מחל,111,53,58,0.549505,5,1,0,0,0,0,13,0,0,0,0,0,0,0,0,4,111,0,0,0,1,0,14,0,0,0,0,0,0,53
K23,loc:270,locality,loc:270,270,עין השופט,2,2,885,527,527,0,פה,252,232,20,0.478178,232,1,2,0,0,0,4,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0,252,0,0,0,0,0,0,3
K23,loc:2710,locality,loc:2710,2710,אום אל-פחם,55,55,35711,22535,22409,126,ודעם,22079,88,21991,0.985274,88,1,22079,1,1,0,7,1,1,18,1,1,4,2,3,4,64,2,2,0,3,12,65,4,6,3,7,4,13,12
K23,loc:272,locality,loc:272,272,מעוז חיים,1,1,487,300,300,0,פה,199,65,134,0.663333,65,0,3,0,0,0,4,0,0,0,0,0,0,0,0,2,26,0,0,0,1,0,199,0,0,0,0,0,0,0
K23,loc:2720,locality,loc:2720,2720,טירה,24,24,18238,13218,13153,65,ודעם,12708,181,12527,0.966167,181,18,12708,1,0,0,7,0,0,9,0,2,0,1,3,0,23,1,1,1,2,2,176,1,0,1,0,3,5,7
K23,loc:273,locality,loc:273,273,עין גב,1,1,482,322,322,0,פה,188,79,109,0.583851,79,0,1,2,0,0,4,0,2,0,0,0,0,0,0,4,41,0,0,0,1,0,188,0,0,0,0,0,0,0
K23,loc:2730,locality,loc:2730,2730,טייבה,45,45,28357,20117,19991,126,ודעם,19652,123,19529,0.983042,123,3,19652,0,1,0,6,0,1,12,0,0,0,1,0,2,29,3,0,2,3,8,96,2,4,5,3,5,10,20
K23,loc:274,locality,loc:274,274,כפר מנחם,2,2,888,667,665,2,פה,392,195,197,0.589474,195,1,6,0,0,0,8,0,0,0,0,0,0,0,0,12,49,0,0,0,0,0,392,0,0,0,0,0,0,2
K23,loc:276,locality,loc:276,276,צור משה,3,3,1856,1434,1432,2,פה,969,190,779,0.676676,171,6,5,3,0,0,47,0,0,0,2,0,1,0,0,31,190,1,0,0,2,0,969,0,0,0,0,0,0,4
K23,loc:278,locality,loc:278,278,אושה,1,1,368,260,260,0,פה,177,48,129,0.680769,48,0,4,0,0,0,4,0,0,0,0,0,0,0,0,6,20,0,0,0,1,0,177,0,0,0,0,0,0,0
K23,loc:28,locality,loc:28,28,מזכרת בתיה,17,17,10540,8116,8079,37,פה,3678,2646,1032,0.455254,659,40,14,9,1,0,534,0,0,0,0,4,0,0,2,257,2646,5,3,1,20,1,3678,5,0,2,1,0,1,196
K23,loc:280,locality,loc:280,280,חניתה,1,1,719,451,451,0,פה,241,140,101,0.534368,140,0,7,0,0,0,7,0,0,0,0,0,0,0,0,8,47,1,0,0,0,0,241,0,0,0,0,0,0,0
K23,loc:2800,locality,loc:2800,2800,קריית שמונה,31,31,18252,11200,11131,69,מחל,6471,1378,5093,0.581349,376,86,31,5,2,0,548,2,0,0,1,1,2,3,1,1093,6471,9,3,7,45,2,1378,4,2,3,0,0,4,1052
K23,loc:281,locality,loc:281,281,פקיעין חדשה,1,1,323,270,269,1,מחל,161,81,80,0.598513,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,161,0,0,0,0,0,18,0,0,0,0,0,0,81
K23,loc:282,locality,loc:282,282,שבי ציון,2,2,880,612,612,0,פה,331,169,162,0.54085,66,1,2,0,0,0,26,0,0,0,0,0,0,0,0,13,169,1,0,0,0,0,331,0,0,0,0,0,0,3
K23,loc:284,locality,loc:284,284,שדה ורבורג,2,2,998,733,732,1,פה,518,102,416,0.70765,102,3,8,0,0,0,10,0,0,0,0,0,0,0,0,11,77,0,0,0,0,0,518,0,0,0,0,0,0,3
K23,loc:285,locality,loc:285,285,אלונים,1,1,511,376,375,1,פה,254,86,168,0.677333,86,0,1,0,0,0,5,0,0,0,0,0,0,0,0,5,22,0,0,0,0,0,254,0,0,0,0,1,0,1
K23,loc:286,locality,loc:286,286,מעלה החמישה,1,1,592,413,413,0,פה,247,123,124,0.598063,123,0,3,1,0,0,9,0,0,0,0,0,0,1,1,4,21,2,0,0,0,0,247,1,0,0,0,0,0,0
K23,loc:287,locality,loc:287,287,תל יצחק,1,1,654,528,515,13,פה,357,77,280,0.693204,77,0,1,0,0,0,11,0,0,0,0,0,0,0,0,10,57,0,0,0,0,0,357,0,0,0,0,0,0,2
K23,loc:288,locality,loc:288,288,בית יהושע,1,1,713,536,534,2,פה,357,85,272,0.668539,85,2,1,2,0,0,13,0,0,0,0,0,0,0,0,7,65,1,0,0,0,0,357,0,0,0,0,0,0,1
K23,loc:289,locality,loc:289,289,עין המפרץ,1,1,703,543,543,0,פה,285,230,55,0.524862,230,0,1,1,0,0,3,0,0,0,0,0,0,0,0,3,17,1,0,0,0,0,285,1,0,0,0,0,0,1
K23,loc:29,locality,loc:29,29,יסוד המעלה,2,2,1252,893,889,4,פה,479,218,261,0.538808,92,3,1,3,0,0,61,0,0,0,0,0,0,0,0,21,218,1,0,0,0,0,479,0,0,0,0,0,0,10
K23,loc:290,locality,loc:290,290,מעיין צבי,1,1,668,481,478,3,פה,299,116,183,0.625523,116,2,2,1,0,0,5,0,0,0,0,0,0,0,0,8,42,1,0,0,0,0,299,0,0,0,0,0,0,2
K23,loc:292,locality,loc:292,292,שרונה,1,1,438,346,345,1,פה,227,45,182,0.657971,45,1,2,1,0,0,5,0,0,0,0,0,0,0,0,16,45,0,0,0,0,0,227,1,0,0,0,0,0,2
K23,loc:293,locality,loc:293,293,שדה יואב,1,1,387,308,308,0,פה,184,96,88,0.597403,96,0,4,0,0,0,2,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,184,0,0,0,0,0,0,0
K23,loc:294,locality,loc:294,294,אילון,2,2,819,621,619,2,פה,296,187,109,0.478191,187,1,9,2,0,0,17,0,0,0,0,0,0,0,0,13,92,1,0,0,0,0,296,0,0,0,0,0,0,1
K23,loc:295,locality,loc:295,295,כפר רופין,1,1,394,263,263,0,פה,175,45,130,0.665399,45,1,0,0,0,0,9,0,0,0,0,0,0,0,0,9,24,0,0,0,0,0,175,0,0,0,0,0,0,0
K23,loc:296,locality,loc:296,296,נווה איתן,1,1,191,125,125,0,פה,65,33,32,0.52,33,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,65,0,0,0,0,0,0,3
K23,loc:297,locality,loc:297,297,כפר מסריק,1,1,599,409,409,0,פה,245,124,121,0.599022,124,0,1,0,0,0,7,0,0,0,0,0,0,0,0,17,15,0,0,0,0,0,245,0,0,0,0,0,0,0
K23,loc:298,locality,loc:298,298,מסילות,1,1,430,278,278,0,פה,176,79,97,0.633094,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,176,0,0,0,0,0,0,0
K23,loc:300,locality,loc:300,300,דלייה,1,1,660,498,498,0,פה,292,184,108,0.586345,184,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,292,0,0,0,0,0,0,1
K23,loc:3000,locality,loc:3000,3000,ירושלים,671,671,415991,263214,261589,1625,מחל,72601,63782,8819,0.277538,12919,63782,5321,176,9,0,20701,8,13,10,8,35,12,53,25,6183,72601,183,41,21,1784,12,32800,77,19,21,18,29,79,44649
K23,loc:301,locality,loc:301,301,בית עוזיאל,1,1,461,353,353,0,מחל,175,95,80,0.495751,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,175,0,0,0,8,0,95,0,0,0,0,0,0,32
K23,loc:302,locality,loc:302,302,דפנה,1,1,581,448,447,1,פה,275,118,157,0.615213,118,0,2,0,0,0,5,0,0,0,0,0,0,0,0,5,41,0,0,0,0,0,275,0,0,0,0,0,0,1
K23,loc:303,locality,loc:303,303,דן,1,1,526,380,379,1,פה,229,127,102,0.604222,127,0,2,0,0,0,7,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,229,0,0,0,0,0,0,0
K23,loc:304,locality,loc:304,304,שדה אליהו,1,1,618,380,377,3,טב,201,105,96,0.533156,10,6,0,1,0,0,201,0,0,0,0,0,0,0,1,0,105,1,0,0,2,0,49,0,0,0,0,0,0,1
K23,loc:305,locality,loc:305,305,גשר,1,1,413,261,259,2,פה,145,78,67,0.559846,78,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,27,1,0,0,1,0,145,0,0,0,0,0,0,0
K23,loc:306,locality,loc:306,306,שדמות דבורה,1,1,478,384,383,1,פה,271,49,222,0.707572,49,0,2,1,0,0,5,0,0,0,0,0,0,0,0,11,40,0,0,0,2,0,271,0,0,0,0,0,0,2
K23,loc:307,locality,loc:307,307,הזורעים,1,1,515,425,424,1,טב,218,141,77,0.514151,3,12,0,1,0,0,218,0,0,0,0,0,0,0,0,4,141,0,0,0,10,0,17,0,0,0,0,0,0,18
K23,loc:308,locality,loc:308,308,מחניים,1,1,573,394,393,1,פה,201,87,114,0.51145,72,3,0,0,0,0,6,0,0,0,0,0,0,0,0,16,87,1,0,0,0,0,201,2,0,0,0,0,0,5
K23,loc:309,locality,loc:309,309,נהורה,2,2,952,729,727,2,מחל,390,162,228,0.536451,25,9,0,0,0,0,40,0,0,0,0,0,0,0,0,7,390,0,0,0,5,0,162,0,0,0,0,0,0,89
K23,loc:31,locality,loc:31,31,אופקים,36,36,21810,14655,14546,109,מחל,5881,3378,2503,0.404304,243,2198,18,7,0,0,572,3,4,1,1,2,1,0,2,1118,5881,5,1,0,90,0,1012,1,1,3,0,0,4,3378
K23,loc:310,locality,loc:310,310,כפר גליקסון,1,1,284,214,214,0,פה,124,59,65,0.579439,59,0,6,0,0,0,4,0,0,0,0,0,0,0,0,6,14,1,0,0,0,0,124,0,0,0,0,0,0,0
K23,loc:311,locality,loc:311,311,גן שורק,1,1,264,206,206,0,פה,128,46,82,0.621359,17,1,4,0,0,0,6,0,0,0,0,0,0,0,0,4,46,0,0,0,0,0,128,0,0,0,0,0,0,0
K23,loc:312,locality,loc:312,312,נווה ים,1,1,210,158,158,0,פה,70,60,10,0.443038,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,60,0,0,0,2,0,70,0,0,0,0,0,0,2
K23,loc:313,locality,loc:313,313,אפק,1,1,507,388,385,3,פה,263,78,185,0.683117,78,0,4,0,0,0,9,0,0,0,0,0,0,0,0,6,23,0,0,0,0,0,263,0,0,0,0,0,0,2
K23,loc:315,locality,loc:315,315,נגבה,1,1,696,478,477,1,פה,283,128,155,0.593291,128,0,1,0,0,0,4,0,0,0,0,0,0,0,0,21,38,1,0,0,0,0,283,1,0,0,0,0,0,0
K23,loc:316,locality,loc:316,316,כפר נטר,1,1,716,566,564,2,פה,372,88,284,0.659574,72,0,1,0,0,0,9,0,0,0,0,0,0,0,0,15,88,0,0,0,1,0,372,1,0,0,0,0,0,5
K23,loc:317,locality,loc:317,317,בית אורן,1,1,321,208,207,1,פה,125,50,75,0.603865,50,1,1,1,0,0,4,0,0,0,0,0,0,0,0,1,22,0,0,0,1,0,125,0,0,0,0,1,0,0
K23,loc:318,locality,loc:318,318,עמיעוז,1,1,208,140,139,1,מחל,63,37,26,0.453237,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,63,0,0,0,0,0,37,0,0,0,0,0,0,23
K23,loc:319,locality,loc:319,319,עמיר,1,1,493,351,348,3,פה,170,146,24,0.488506,146,0,3,0,0,0,1,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,170,0,0,0,0,0,0,0
K23,loc:32,locality,loc:32,32,עוצם,1,1,428,364,362,2,שס,187,145,42,0.516575,9,6,0,0,0,0,5,0,0,0,0,0,0,0,0,1,145,0,0,0,0,0,9,0,0,0,0,0,0,187
K23,loc:320,locality,loc:320,320,כפר ורבורג,2,2,815,628,628,0,פה,427,94,333,0.679936,66,1,1,1,0,0,14,0,0,0,0,0,1,0,0,11,94,1,0,0,1,0,427,0,0,0,0,0,0,10
K23,loc:322,locality,loc:322,322,בית הלל,1,1,559,390,387,3,פה,274,63,211,0.70801,63,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,37,1,0,0,0,0,274,0,0,0,0,0,0,3
K23,loc:324,locality,loc:324,324,שאר ישוב,1,1,421,302,302,0,פה,158,88,70,0.523179,30,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,88,0,2,0,0,0,158,0,0,0,0,1,0,4
K23,loc:325,locality,loc:325,325,מצובה,2,2,845,576,575,1,פה,336,133,203,0.584348,63,1,4,1,0,0,15,0,0,0,0,0,0,0,0,13,133,0,0,0,1,0,336,0,0,1,0,0,0,7
K23,loc:326,locality,loc:326,326,בית יצחק-שער חפר,3,3,1631,1252,1251,1,פה,908,138,770,0.725819,138,4,5,1,0,0,26,0,0,0,0,0,0,0,0,27,135,0,0,0,3,0,908,0,0,0,0,0,0,4
K23,loc:327,locality,loc:327,327,שדות ים,1,1,714,575,575,0,פה,371,109,262,0.645217,109,8,4,0,0,0,11,0,0,0,0,0,0,0,0,13,49,0,1,0,2,0,371,0,0,0,0,0,0,7
K23,loc:329,locality,loc:329,329,שדה נחמיה,1,1,756,574,574,0,פה,318,119,199,0.554007,93,2,3,2,0,0,14,0,0,0,0,0,1,0,0,15,119,0,0,0,3,0,318,0,0,0,0,0,0,4
K23,loc:33,locality,loc:33,33,בת שלמה,1,1,441,354,354,0,פה,192,68,124,0.542373,68,1,4,0,0,0,16,0,0,0,0,0,0,0,0,7,60,0,0,0,2,0,192,0,0,0,0,0,0,4
K23,loc:330,locality,loc:330,330,אלומות,1,1,300,210,210,0,פה,119,50,69,0.566667,50,1,0,0,0,0,8,0,0,0,0,0,0,0,0,4,24,0,0,0,1,0,119,0,0,0,0,0,0,3
K23,loc:331,locality,loc:331,331,ניר צבי,2,2,900,673,672,1,פה,445,93,352,0.662202,93,5,6,0,0,0,12,0,0,0,0,0,0,0,0,18,88,1,0,0,2,0,445,0,0,0,0,0,0,2
K23,loc:334,locality,loc:334,334,קבוצת יבנה,1,1,589,434,433,1,טב,153,144,9,0.353349,26,0,1,1,0,0,153,0,0,0,0,0,0,0,0,8,96,1,0,0,0,0,144,0,0,0,0,0,0,3
K23,loc:335,locality,loc:335,335,רמת השופט,1,1,733,520,517,3,פה,300,154,146,0.580271,154,1,10,0,0,0,4,0,0,0,0,0,0,0,0,13,35,0,0,0,0,0,300,0,0,0,0,0,0,0
K23,loc:336,locality,loc:336,336,דורות,1,1,554,408,408,0,פה,235,120,115,0.57598,120,1,2,0,0,0,9,0,0,0,0,0,0,0,0,4,32,1,0,0,1,0,235,0,0,0,0,0,0,3
K23,loc:338,locality,loc:338,338,איבים,1,1,126,35,35,0,מחל,28,3,25,0.8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,1,0,0,0,0,0,0,3
K23,loc:339,locality,loc:339,339,רמת צבי,1,1,446,355,354,1,פה,218,65,153,0.615819,65,2,4,0,0,0,10,0,0,0,0,0,0,0,0,5,45,0,0,0,2,1,218,0,0,0,0,0,0,2
K23,loc:340,locality,loc:340,340,גת (קיבוץ),1,1,564,408,407,1,פה,252,99,153,0.619165,99,0,1,1,0,0,5,0,0,0,0,0,0,0,0,4,44,0,0,0,1,0,252,0,0,0,0,0,0,0
K23,loc:342,locality,loc:342,342,גברעם,1,1,316,239,238,1,פה,142,44,98,0.596639,44,1,0,1,0,0,6,0,0,0,0,0,0,0,0,13,26,1,0,0,1,0,142,0,0,0,0,1,0,2
K23,loc:343,locality,loc:343,343,חמדיה,1,1,307,212,212,0,פה,105,53,52,0.495283,53,0,0,1,0,0,11,0,0,0,0,0,0,0,0,3,39,0,0,0,0,0,105,0,0,0,0,0,0,0
K23,loc:344,locality,loc:344,344,מענית,1,1,552,447,447,0,פה,234,160,74,0.52349,160,0,12,0,0,0,4,0,0,0,0,0,0,0,0,6,29,0,0,0,1,0,234,1,0,0,0,0,0,0
K23,loc:345,locality,loc:345,345,כפר סאלד,1,1,502,378,377,1,פה,243,94,149,0.644562,94,0,2,0,0,0,6,0,0,0,1,0,0,0,0,5,23,2,1,0,0,0,243,0,0,0,0,0,0,0
K23,loc:346,locality,loc:346,346,גליל ים,1,1,352,275,275,0,פה,165,77,88,0.6,77,0,7,0,0,0,3,0,0,0,0,0,0,0,0,4,10,0,0,0,1,0,165,0,0,0,0,0,0,8
K23,loc:347,locality,loc:347,347,מנרה,1,1,212,142,141,1,פה,80,46,34,0.567376,46,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7,4,0,0,0,0,0,80,0,0,1,0,0,0,0
K23,loc:348,locality,loc:348,348,ניר עם,1,1,402,260,260,0,פה,134,69,65,0.515385,69,1,0,0,0,0,10,0,0,0,0,0,0,0,0,8,36,0,0,0,1,0,134,0,0,0,0,0,0,1
K23,loc:3488,locality,loc:3488,3488,כפר עציון,1,1,473,369,367,2,טב,217,97,120,0.591281,6,4,0,0,0,0,217,0,0,0,0,0,1,0,0,1,97,1,0,0,2,0,37,0,0,0,0,0,0,1
K23,loc:35,locality,loc:35,35,גדות,1,1,368,242,242,0,פה,143,78,65,0.590909,78,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,143,0,0,0,0,0,0,0
K23,loc:351,locality,loc:351,351,ניצן,2,2,1411,1130,1129,1,מחל,510,453,57,0.451727,13,23,1,1,0,0,453,0,0,0,0,0,0,0,1,2,510,0,0,0,22,0,33,0,0,0,0,0,0,70
K23,loc:352,locality,loc:352,352,גבולות,1,1,306,196,196,0,פה,81,67,14,0.413265,67,0,3,0,0,0,2,0,0,0,0,0,0,0,0,36,7,0,0,0,0,0,81,0,0,0,0,0,0,0
K23,loc:353,locality,loc:353,353,בית זיד,1,1,113,74,73,1,פה,41,19,22,0.561644,19,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,41,0,0,5,1,0,0,1
K23,loc:354,locality,loc:354,354,רביבים,1,1,697,421,419,2,פה,189,158,31,0.451074,158,0,7,1,0,0,7,0,0,0,0,0,0,0,0,26,29,0,0,0,0,0,189,1,0,0,0,1,0,0
K23,loc:355,locality,loc:355,355,חורשים,1,1,296,196,196,0,פה,88,67,21,0.44898,67,0,2,0,0,0,3,0,0,0,0,0,0,0,0,4,32,0,0,0,0,0,88,0,0,0,0,0,0,0
K23,loc:3555,locality,loc:3555,3555,נתיב הגדוד,1,1,233,167,166,1,פה,60,46,14,0.361446,46,0,2,1,0,0,5,0,0,0,0,0,0,0,0,6,44,0,0,0,0,0,60,0,0,0,1,1,0,0
K23,loc:3556,locality,loc:3556,3556,אלמוג,1,1,193,135,134,1,פה,68,31,37,0.507463,31,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,26,1,0,0,0,0,68,0,0,0,0,0,0,0
K23,loc:3557,locality,loc:3557,3557,קדומים,4,4,2609,2085,2083,2,טב,1273,602,671,0.611138,7,63,0,0,0,0,1273,0,2,0,0,0,0,1,0,11,602,1,0,0,46,0,27,0,0,1,0,0,2,47
K23,loc:3558,locality,loc:3558,3558,תומר,1,1,246,189,189,0,פה,85,66,19,0.449735,15,1,0,0,0,0,14,0,0,0,0,0,0,0,0,5,66,0,0,0,3,0,85,0,0,0,0,0,0,0
K23,loc:356,locality,loc:356,356,הגושרים,1,1,651,459,455,4,פה,284,89,195,0.624176,89,0,4,0,0,0,6,0,0,0,0,0,0,0,0,7,60,0,0,0,1,0,284,0,0,0,0,0,0,4
K23,loc:3560,locality,loc:3560,3560,אלקנה,4,4,2536,2100,2097,3,טב,1301,576,725,0.62041,6,39,1,1,0,0,1301,0,0,0,0,0,0,0,0,3,576,1,0,0,44,0,84,1,0,0,0,0,1,39
K23,loc:3561,locality,loc:3561,3561,מגדל עוז,1,1,259,164,163,1,טב,113,38,75,0.693252,0,0,0,0,0,0,113,0,0,0,0,0,0,0,1,0,38,1,0,0,1,0,8,0,0,0,0,0,0,1
K23,loc:3563,locality,loc:3563,3563,תקוע,3,3,2158,1619,1615,4,טב,760,583,177,0.470588,28,33,3,7,0,0,760,0,0,0,0,0,0,5,1,35,583,2,0,0,29,0,85,2,0,1,0,2,5,34
K23,loc:3564,locality,loc:3564,3564,כוכב השחר,2,2,1234,1002,1002,0,טב,660,165,495,0.658683,0,102,0,1,0,0,660,0,0,0,0,0,0,0,0,0,165,0,0,0,40,0,6,1,0,0,0,0,1,26
K23,loc:3565,locality,loc:3565,3565,רימונים,1,1,509,366,364,2,מחל,252,43,209,0.692308,5,5,0,0,0,0,27,0,0,0,0,0,0,0,0,24,252,0,0,0,1,0,43,0,0,0,0,0,0,7
K23,loc:3566,locality,loc:3566,3566,יפית,1,1,160,103,101,2,מחל,59,16,43,0.584158,2,0,1,1,0,0,12,0,0,0,0,0,0,0,0,0,59,0,0,0,4,0,16,0,0,0,0,0,0,6
K23,loc:3567,locality,loc:3567,3567,סלעית,1,1,769,629,628,1,פה,451,83,368,0.718153,63,1,2,0,0,0,16,0,0,0,0,0,0,0,0,10,83,0,0,0,1,0,451,1,0,0,0,0,0,0
K23,loc:3568,locality,loc:3568,3568,ריחן,1,1,207,156,156,0,פה,72,44,28,0.461538,10,1,2,0,0,0,16,0,0,0,0,0,0,0,0,7,44,0,0,0,3,0,72,0,0,0,0,0,0,1
K23,loc:3569,locality,loc:3569,3569,מבוא דותן,1,1,290,210,208,2,מחל,103,43,60,0.495192,4,10,0,0,0,0,43,0,0,0,0,0,0,0,0,4,103,2,0,0,19,0,15,0,0,0,0,0,0,8
K23,loc:357,locality,loc:357,357,כפר בלום,1,1,725,491,491,0,פה,261,102,159,0.531568,102,2,2,1,0,0,14,0,0,0,0,0,1,0,0,13,93,0,0,0,1,0,261,0,0,0,0,0,0,1
K23,loc:3570,locality,loc:3570,3570,אריאל,25,25,15146,9694,9606,88,מחל,5033,1827,3206,0.523943,119,112,10,24,0,0,950,1,2,0,1,0,1,0,0,1827,5033,6,2,0,71,0,1242,11,1,0,0,0,13,180
K23,loc:3571,locality,loc:3571,3571,שבי שומרון,1,1,559,446,444,2,טב,178,148,30,0.400901,0,51,0,0,0,0,178,0,0,0,0,0,0,0,0,5,148,0,0,0,45,0,8,0,0,0,0,0,1,8
K23,loc:3572,locality,loc:3572,3572,כפר תפוח,1,1,622,486,485,1,טב,197,183,14,0.406186,0,25,0,0,0,0,197,0,0,0,0,0,0,0,0,1,183,0,0,0,53,0,1,0,0,0,0,0,2,23
