election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
K19,loc:254,locality,loc:254,254,כפר המכבי,1,1,286,198,197,1,אמת,72,56,16,0.365482,72,0,0,0,0,0,0,1,0,0,10,0,8,9,17,0,0,1,0,1,0,56,0,0,0,0,0,0,18,0,0,1,1,2
K19,loc:255,locality,loc:255,255,כפר חיטים,1,1,450,321,321,0,פה,67,65,2,0.208723,65,0,0,0,0,0,1,1,0,1,34,0,21,65,13,0,0,5,0,0,0,67,0,0,0,0,0,6,31,0,0,2,1,8
K19,loc:2550,locality,loc:2550,2550,גדרה,25,25,14613,10752,10662,90,מחל,2867,2129,738,0.268899,1584,71,1,3,9,1,15,89,0,11,1176,17,219,2867,390,1,4,174,3,4,4,2129,338,1,0,9,6,146,667,10,2,94,30,587
K19,loc:256,locality,loc:256,256,ניר דוד (תל עמל),1,1,560,433,431,2,מרץ,166,144,22,0.385151,144,0,0,0,1,0,0,11,0,0,5,0,2,2,166,0,0,1,0,0,0,58,0,0,0,0,0,0,32,0,1,8,0,0
K19,loc:2560,locality,loc:2560,2560,ערד,34,34,20736,11609,11368,241,מחל,3808,1605,2203,0.334975,1273,1469,19,3,34,12,24,96,0,25,719,224,135,3808,303,4,7,215,9,35,3,1605,28,13,0,12,20,157,579,11,17,196,33,280
K19,loc:257,locality,loc:257,257,נופך,1,1,318,223,223,0,מחל,83,30,53,0.372197,25,0,0,0,2,0,1,2,0,0,22,0,10,83,10,0,0,2,0,0,0,22,1,0,0,0,0,0,6,0,0,6,1,30
K19,loc:259,locality,loc:259,259,שדה נחום,1,1,290,204,203,1,אמת,67,59,8,0.330049,67,0,0,0,0,0,0,0,0,0,13,0,4,23,10,0,0,0,0,0,0,59,0,0,0,0,0,4,21,0,0,1,0,1
K19,loc:26,locality,loc:26,26,ראש פינה,3,3,2058,1518,1509,9,אמת,354,245,109,0.234592,354,9,2,0,1,0,7,36,0,2,121,2,34,245,182,0,0,54,2,1,2,227,4,0,0,1,1,33,125,1,1,42,7,13
K19,loc:2600,locality,loc:2600,2600,אילת,79,79,45466,19582,19327,255,מחל,5843,3436,2407,0.302323,2243,52,24,2,30,2,59,141,0,45,1772,66,596,5843,474,7,13,335,12,31,50,3436,134,13,0,8,16,228,1605,15,16,445,61,1553
K19,loc:2610,locality,loc:2610,2610,בית שמש,76,76,46313,29872,29593,279,ג,8360,6741,1619,0.282499,753,8360,2,1,11,8,20,25,0,19,4271,95,141,6741,148,2,2,858,4,16,4,1273,381,11,0,18,16,404,374,10,8,165,19,5433
K19,loc:262,locality,loc:262,262,גינוסר,1,1,484,329,327,2,אמת,141,75,66,0.431193,141,0,0,0,0,0,0,3,0,0,11,0,5,32,31,0,0,0,0,0,0,75,1,0,0,0,0,1,20,0,0,5,1,1
K19,loc:2620,locality,loc:2620,2620,קריית אונו,43,43,25378,18851,18713,138,פה,5015,3917,1098,0.267996,3536,66,1,0,20,3,47,165,0,45,1172,11,480,3917,1275,5,4,192,2,0,3,5015,64,7,0,3,4,265,1441,6,8,175,41,740
K19,loc:263,locality,loc:263,263,מסדה,1,1,254,157,157,0,אמת,77,31,46,0.490446,77,0,0,0,0,0,0,3,0,0,2,0,3,6,11,0,0,1,0,0,0,31,0,0,0,0,0,1,15,0,0,5,2,0
K19,loc:2630,locality,loc:2630,2630,קריית גת,66,66,38225,23296,22922,374,מחל,8444,4194,4250,0.36838,1421,1019,6,4,37,4,8,57,0,26,2257,245,412,8444,218,6,4,523,18,8,7,2176,168,31,0,49,17,322,901,36,8,245,51,4194
K19,loc:264,locality,loc:264,264,שער הגולן,1,1,505,378,374,4,אמת,145,93,52,0.387701,145,0,0,0,0,0,0,1,0,0,3,0,0,18,93,0,0,2,0,0,0,68,0,0,0,0,0,3,34,0,0,7,0,0
K19,loc:2640,locality,loc:2640,2640,ראש העין,50,50,28857,21144,21003,141,מחל,5527,3649,1878,0.263153,2325,254,1,0,12,2,22,177,0,25,2272,35,524,5527,574,3,3,330,5,3,6,3649,1970,4,0,11,22,279,898,6,3,206,26,1829
K19,loc:265,locality,loc:265,265,בית יוסף,1,1,321,180,177,3,שס,65,48,17,0.367232,13,0,0,0,0,0,0,0,0,0,21,0,6,48,2,0,0,2,0,0,0,9,0,0,0,1,0,1,3,0,0,5,1,65
K19,loc:2650,locality,loc:2650,2650,רמת השרון,61,61,35000,25704,25511,193,פה,7271,4358,2913,0.285014,4358,785,7,1,24,0,91,313,0,30,943,5,655,3940,2996,68,5,158,2,1,10,7271,93,9,0,2,3,253,2481,4,20,240,57,686
K19,loc:2660,locality,loc:2660,2660,יבנה,45,45,26195,17783,17599,184,מחל,5280,2894,2386,0.300017,1852,125,4,2,11,4,3,93,0,24,1667,53,506,5280,402,4,5,246,5,2,7,2659,183,6,0,33,6,278,1002,24,4,174,41,2894
K19,loc:267,locality,loc:267,267,כפר שמריהו,3,3,1698,1144,1130,14,פה,360,179,181,0.318584,126,4,1,0,3,0,2,12,0,3,46,1,35,144,169,1,1,5,0,0,0,360,0,0,0,0,1,17,179,0,2,9,2,7
K19,loc:268,locality,loc:268,268,טירת צבי,1,1,532,420,418,2,טב,259,45,214,0.619617,35,2,0,0,0,0,0,0,0,0,259,0,0,45,4,0,0,8,0,0,0,35,1,0,0,0,0,16,7,0,0,4,1,1
K19,loc:269,locality,loc:269,269,מולדת,2,2,672,522,519,3,אמת,217,125,92,0.418112,217,0,0,0,0,0,1,5,0,0,19,0,10,39,36,0,0,3,0,0,0,125,0,0,0,0,0,4,47,0,0,6,2,5
K19,loc:27,locality,loc:27,27,שדות מיכה,1,1,262,170,169,1,שס,78,42,36,0.461538,8,1,0,0,0,0,0,1,0,0,17,0,5,42,0,0,0,0,0,0,0,4,0,0,0,0,0,7,4,0,0,2,0,78
K19,loc:270,locality,loc:270,270,עין השופט,2,2,828,531,526,5,אמת,206,166,40,0.391635,206,0,0,0,2,0,2,10,0,0,5,2,8,14,166,0,1,0,0,0,0,59,0,0,0,0,0,2,38,0,0,4,4,3
K19,loc:2710,locality,loc:2710,2710,אום אל-פחם,44,44,28254,16032,15844,188,ו,7872,3758,4114,0.496844,89,19,3520,1,6,5,7872,4,0,1,8,1,7,19,194,2,3,0,6,3758,3,15,3,2,0,2,4,30,92,9,53,7,4,105
K19,loc:272,locality,loc:272,272,מעוז חיים,1,1,413,267,265,2,אמת,148,28,120,0.558491,148,0,0,0,0,0,1,6,0,0,12,0,7,15,14,0,0,1,0,0,0,27,0,0,0,0,0,3,28,0,0,3,0,0
K19,loc:2720,locality,loc:2720,2720,טירה,23,23,15168,8924,8759,165,עם,4631,1733,2898,0.528713,119,2,1494,0,5,0,1733,0,0,3,4,2,160,31,352,1,0,5,0,4631,4,10,1,0,0,3,8,10,39,2,10,24,3,103
K19,loc:273,locality,loc:273,273,עין גב,1,1,446,279,277,2,אמת,108,44,64,0.389892,108,0,0,0,0,0,0,6,0,1,14,1,4,25,44,0,0,1,0,0,0,38,0,0,0,0,0,4,22,0,0,4,3,2
K19,loc:2730,locality,loc:2730,2730,טייבה,37,37,23064,13950,13783,167,עם,7799,3071,4728,0.565842,235,1,2057,0,7,0,3071,10,0,1,19,1,4,22,308,0,3,2,3,7799,5,14,4,1,0,2,5,8,21,4,9,11,4,152
K19,loc:274,locality,loc:274,274,כפר מנחם,1,1,830,631,631,0,מרץ,209,146,63,0.33122,146,0,8,0,0,0,25,5,0,0,11,0,15,30,209,0,0,2,0,5,0,99,0,0,0,1,0,0,57,1,1,12,2,2
K19,loc:276,locality,loc:276,276,צור משה,3,3,1660,1342,1337,5,פה,457,298,159,0.34181,298,2,0,0,0,0,5,28,0,0,50,0,26,155,122,0,0,5,0,0,1,457,0,0,0,6,1,10,147,0,2,11,3,8
K19,loc:278,locality,loc:278,278,אושה,1,1,337,232,228,4,אמת,103,45,58,0.451754,103,0,0,0,0,0,1,6,0,0,1,0,0,19,26,0,0,0,0,0,0,45,0,0,0,0,0,6,16,0,0,4,1,0
K19,loc:28,locality,loc:28,28,מזכרת בתיה,13,13,7786,5853,5821,32,פה,1363,1285,78,0.234152,1109,20,1,0,1,0,9,80,0,9,556,3,149,1285,308,0,0,60,1,0,2,1363,38,1,0,6,0,98,401,2,6,61,7,245
K19,loc:280,locality,loc:280,280,חניתה,1,1,648,412,409,3,אמת,194,71,123,0.474328,194,0,0,0,0,0,2,9,0,0,9,0,2,26,71,0,0,1,0,0,0,56,0,0,0,0,0,4,27,0,1,4,1,2
K19,loc:2800,locality,loc:2800,2800,קריית שמונה,31,31,18312,10044,9878,166,מחל,3629,1417,2212,0.367382,789,50,3,2,7,2,15,67,0,11,1417,83,378,3629,134,3,3,170,4,3,4,848,83,3,0,3,5,331,430,9,2,168,65,1157
K19,loc:281,locality,loc:281,281,פקיעין חדשה,1,1,256,169,168,1,שס,80,36,44,0.47619,4,0,0,0,0,0,0,0,0,0,16,0,1,36,0,0,0,6,0,0,0,9,2,0,0,0,0,6,8,0,0,0,0,80
K19,loc:282,locality,loc:282,282,שבי ציון,2,2,742,545,543,2,פה,130,111,19,0.239411,111,0,0,0,1,0,1,18,0,0,35,0,12,97,52,0,0,1,0,0,0,130,0,0,0,1,0,7,60,0,0,13,1,3
K19,loc:284,locality,loc:284,284,שדה ורבורג,2,2,949,762,758,4,פה,228,203,25,0.300792,203,1,1,0,1,0,3,22,0,0,24,0,14,77,102,0,0,3,0,0,0,228,0,1,0,0,0,6,57,0,2,9,4,0
K19,loc:285,locality,loc:285,285,אלונים,1,1,509,388,387,1,אמת,195,82,113,0.503876,195,1,0,0,0,0,0,7,0,0,8,0,10,13,35,0,0,2,0,0,0,82,0,0,0,0,0,0,21,0,0,9,2,2
K19,loc:286,locality,loc:286,286,מעלה החמישה,1,1,423,277,277,0,אמת,122,51,71,0.440433,122,1,0,0,1,0,2,4,0,0,2,0,1,21,41,0,0,1,0,0,0,51,0,0,0,0,0,3,21,1,0,3,0,2
K19,loc:287,locality,loc:287,287,תל יצחק,1,1,664,553,547,6,אמת,139,129,10,0.254113,139,1,0,0,3,0,0,8,0,0,12,0,12,63,72,0,0,0,0,0,0,129,0,0,0,0,1,6,94,0,0,1,2,4
K19,loc:288,locality,loc:288,288,בית יהושע,1,1,650,517,514,3,פה,163,103,60,0.317121,103,4,0,0,0,0,2,7,0,2,25,0,6,71,63,0,1,1,0,0,0,163,0,0,0,0,0,6,54,0,0,3,2,1
K19,loc:289,locality,loc:289,289,עין המפרץ,2,2,645,505,504,1,מרץ,221,186,35,0.438492,186,1,0,0,0,0,4,10,0,0,3,0,4,6,221,0,0,0,0,0,1,36,0,0,0,0,0,1,24,0,0,7,0,0
K19,loc:29,locality,loc:29,29,יסוד המעלה,2,2,1087,800,797,3,פה,206,163,43,0.258469,163,3,0,0,0,0,2,17,0,3,67,0,20,134,38,0,0,15,0,0,0,206,1,0,0,0,1,13,98,0,0,4,1,11
K19,loc:290,locality,loc:290,290,מעיין צבי,1,1,597,426,424,2,אמת,169,123,46,0.398585,169,1,0,0,1,0,0,5,0,0,9,0,6,24,48,0,0,2,0,0,0,123,0,0,0,0,0,2,26,0,1,4,2,1
K19,loc:292,locality,loc:292,292,שרונה,1,1,427,340,339,1,אמת,97,90,7,0.286136,97,0,1,0,0,0,1,8,0,0,17,0,23,30,27,0,0,1,0,0,0,90,0,0,0,0,0,2,33,1,0,6,1,1
K19,loc:293,locality,loc:293,293,שדה יואב,1,1,259,207,207,0,מרץ,72,59,13,0.347826,59,0,0,0,0,0,1,2,0,0,3,0,1,9,72,0,0,0,0,0,0,36,0,0,0,0,0,2,19,0,0,3,0,0
K19,loc:294,locality,loc:294,294,אילון,2,2,757,569,567,2,מרץ,210,136,74,0.37037,136,0,0,0,0,0,5,13,0,0,23,0,7,57,210,0,0,1,0,0,0,67,0,0,0,0,0,8,28,0,0,8,1,3
K19,loc:295,locality,loc:295,295,כפר רופין,1,1,400,270,269,1,אמת,120,61,59,0.446097,120,0,0,0,0,0,1,6,0,0,9,1,1,11,30,0,0,3,0,0,0,61,0,0,0,0,0,0,20,0,0,5,0,1
K19,loc:296,locality,loc:296,296,נווה איתן,1,1,212,133,132,1,אמת,50,20,30,0.378788,50,0,0,0,0,0,0,6,0,1,6,1,1,13,20,0,0,0,0,0,1,10,0,0,0,0,0,0,17,0,1,5,0,0
K19,loc:297,locality,loc:297,297,כפר מסריק,1,1,507,373,372,1,אמת,144,135,9,0.387097,144,0,0,0,1,0,1,2,0,0,6,0,6,12,135,0,0,0,0,0,0,36,1,0,0,0,0,2,21,0,0,3,1,1
K19,loc:298,locality,loc:298,298,מסילות,1,1,472,304,303,1,אמת,125,69,56,0.412541,125,0,0,0,0,0,1,6,0,0,4,0,1,13,69,0,0,0,0,0,0,61,0,0,0,0,0,1,17,0,0,2,1,2
K19,loc:300,locality,loc:300,300,דלייה,2,2,670,492,488,4,מרץ,210,134,76,0.430328,134,0,0,0,0,0,3,16,0,0,3,0,8,9,210,0,0,1,0,0,0,63,1,0,0,1,0,2,32,0,0,1,3,1
K19,loc:3000,locality,loc:3000,3000,ירושלים,644,644,373238,243038,241139,1899,ג,53631,49658,3973,0.222407,15717,53631,787,12,109,8,1110,753,0,188,28432,413,2406,49658,10730,36,32,8307,25,651,79,16810,1625,87,0,172,80,4625,4983,98,239,1555,268,37513
K19,loc:301,locality,loc:301,301,בית עוזיאל,1,1,413,289,287,2,מחל,66,48,18,0.229965,21,1,0,0,0,0,0,0,0,0,48,0,13,66,7,0,0,10,0,0,0,37,5,0,0,0,0,21,22,0,1,2,2,31
K19,loc:302,locality,loc:302,302,דפנה,1,1,550,436,436,0,אמת,202,88,114,0.463303,202,0,0,0,0,0,2,9,0,1,10,0,5,29,49,0,0,0,0,0,1,88,1,0,0,0,1,1,28,0,0,8,0,1
K19,loc:303,locality,loc:303,303,דן,1,1,460,337,333,4,מרץ,117,105,12,0.351351,105,0,0,0,0,0,2,7,0,0,3,0,1,9,117,0,1,6,0,0,0,53,0,0,0,0,0,2,20,1,0,6,0,0
K19,loc:304,locality,loc:304,304,שדה אליהו,1,1,595,390,385,5,טב,239,59,180,0.620779,23,1,0,0,0,0,0,3,0,0,239,1,0,59,2,0,0,13,0,0,0,26,1,0,0,0,0,8,6,0,0,1,0,2
K19,loc:305,locality,loc:305,305,גשר,1,1,440,295,293,2,אמת,163,38,125,0.556314,163,0,0,0,0,1,1,3,0,0,6,1,6,23,25,0,0,0,0,0,0,38,0,0,0,0,0,1,17,0,0,6,1,1
K19,loc:306,locality,loc:306,306,שדמות דבורה,1,1,416,328,328,0,אמת,108,102,6,0.329268,108,0,0,0,2,0,0,4,0,0,19,1,6,32,15,0,0,1,0,0,0,102,1,0,0,0,0,6,22,0,0,4,3,2
K19,loc:307,locality,loc:307,307,הזורעים,1,1,452,355,353,2,טב,234,50,184,0.66289,6,2,0,0,0,0,0,0,0,0,234,0,2,50,1,0,0,32,0,0,0,2,0,0,0,0,0,7,2,0,0,1,0,14
K19,loc:308,locality,loc:308,308,מחניים,1,1,416,285,283,2,אמת,115,40,75,0.40636,115,1,0,0,0,0,1,3,0,0,12,0,7,24,28,0,2,2,0,0,0,40,1,0,0,0,0,3,31,1,0,4,5,3
K19,loc:309,locality,loc:309,309,נהורה,2,2,840,585,583,2,מחל,156,96,60,0.267581,69,4,0,0,0,0,0,4,0,0,85,0,22,156,15,0,0,8,1,0,0,75,1,0,0,0,0,13,28,1,0,5,0,96
K19,loc:31,locality,loc:31,31,אופקים,33,33,18364,10879,10735,144,מחל,2924,2871,53,0.27238,443,1564,5,2,7,2,9,25,0,7,1077,96,158,2924,74,1,5,172,5,5,4,481,100,5,0,8,4,110,431,11,4,112,13,2871
K19,loc:310,locality,loc:310,310,כפר גליקסון,1,1,263,190,189,1,אמת,83,36,47,0.439153,83,0,0,0,1,0,0,5,0,0,7,0,0,7,36,0,0,0,0,0,0,34,0,0,0,0,0,4,12,0,0,0,0,0
K19,loc:311,locality,loc:311,311,גן שורק,1,1,252,192,191,1,פה,55,35,20,0.287958,35,0,0,0,0,0,2,6,0,0,15,0,6,33,16,0,0,1,0,0,0,55,0,0,0,0,0,1,15,0,1,0,3,2
K19,loc:312,locality,loc:312,312,נווה ים,1,1,219,162,162,0,אמת,41,23,18,0.253086,41,0,0,0,0,0,0,11,0,0,20,0,2,23,10,0,0,5,0,0,0,21,0,0,0,0,0,4,17,1,0,4,3,0
K19,loc:313,locality,loc:313,313,אפק,1,1,398,285,284,1,אמת,143,56,87,0.503521,143,0,0,0,0,0,1,6,0,0,10,0,7,10,18,0,0,0,0,0,0,56,0,0,0,0,0,2,21,0,1,8,0,1
K19,loc:315,locality,loc:315,315,נגבה,1,1,615,418,417,1,אמת,127,97,30,0.304556,127,0,0,0,0,0,0,7,0,0,7,2,6,24,97,0,1,0,0,0,0,97,0,0,0,1,0,9,33,0,0,4,2,0
K19,loc:316,locality,loc:316,316,כפר נטר,1,1,676,540,537,3,פה,176,95,81,0.327747,95,0,0,0,0,0,2,8,0,0,18,0,14,56,84,0,0,0,0,0,0,176,0,0,0,0,0,5,62,0,0,12,2,3
K19,loc:317,locality,loc:317,317,בית אורן,1,1,268,171,170,1,אמת,41,41,0,0.241176,41,0,0,0,0,0,0,7,0,0,5,0,7,19,28,0,0,3,0,0,0,41,0,0,0,0,0,4,13,0,0,2,0,0
K19,loc:318,locality,loc:318,318,עמיעוז,1,1,201,121,119,2,שס,34,30,4,0.285714,5,2,0,0,0,0,0,1,0,1,18,0,9,30,1,0,0,1,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,34
K19,loc:319,locality,loc:319,319,עמיר,1,1,471,346,344,2,מרץ,127,115,12,0.369186,115,0,0,1,0,1,2,15,0,0,4,0,0,9,127,0,0,1,0,0,0,36,0,0,0,0,0,3,24,0,0,2,4,0
K19,loc:32,locality,loc:32,32,עוצם,1,1,387,294,293,1,שס,208,45,163,0.709898,4,4,0,0,0,0,0,0,0,0,10,0,11,45,0,0,0,3,0,0,0,2,1,0,0,0,0,0,2,0,0,2,1,208
K19,loc:320,locality,loc:320,320,כפר ורבורג,2,2,690,554,553,1,אמת,175,133,42,0.316456,175,0,0,0,0,0,1,7,0,1,31,0,18,63,44,0,0,7,0,0,0,133,0,0,0,1,1,6,52,0,0,4,1,8
K19,loc:322,locality,loc:322,322,בית הלל,1,1,498,368,368,0,אמת,121,100,21,0.328804,121,1,0,0,0,0,1,5,0,0,22,0,8,23,36,0,0,2,0,1,0,100,0,0,0,0,0,2,40,1,0,4,0,1
K19,loc:324,locality,loc:324,324,שאר ישוב,1,1,354,272,271,1,פה,71,62,9,0.261993,62,0,0,0,0,0,0,11,0,2,13,0,8,47,13,0,0,4,0,0,0,71,4,0,0,1,0,3,25,0,0,6,1,0
K19,loc:325,locality,loc:325,325,מצובה,1,1,721,482,480,2,אמת,162,108,54,0.3375,162,0,0,0,0,0,0,21,0,1,18,0,10,63,37,0,0,0,0,0,0,108,4,0,0,0,0,11,37,0,0,2,2,4
K19,loc:326,locality,loc:326,326,בית יצחק-שער חפר,3,3,1565,1242,1235,7,פה,355,335,20,0.287449,335,2,0,0,2,0,4,20,0,1,25,0,16,143,159,0,1,5,0,0,0,355,0,0,0,0,0,19,133,0,0,5,6,4
K19,loc:327,locality,loc:327,327,שדות ים,2,2,611,478,475,3,אמת,201,89,112,0.423158,201,5,0,1,0,0,4,21,0,0,13,0,6,22,59,0,0,3,0,0,0,89,0,0,0,0,0,1,37,0,0,8,4,1
K19,loc:329,locality,loc:329,329,שדה נחמיה,1,1,537,413,413,0,אמת,147,84,63,0.355932,147,1,0,0,0,0,1,12,0,0,17,0,10,42,34,0,0,2,0,0,0,84,2,0,0,0,0,2,48,0,0,7,1,3
K19,loc:33,locality,loc:33,33,בת שלמה,1,1,373,293,289,4,אמת,67,51,16,0.231834,67,2,0,0,0,0,9,3,0,0,19,0,3,48,32,0,1,3,0,0,0,51,0,1,0,0,0,1,31,1,0,9,2,6
K19,loc:330,locality,loc:330,330,אלומות,1,1,239,163,161,2,אמת,68,36,32,0.42236,68,1,0,0,0,0,0,2,0,0,4,0,3,7,29,0,0,0,0,0,0,36,0,0,0,0,0,3,5,0,0,2,1,0
K19,loc:331,locality,loc:331,331,ניר צבי,2,2,865,685,681,4,פה,198,157,41,0.290749,157,2,0,0,1,0,3,12,0,0,13,0,20,87,80,0,0,7,0,0,1,198,0,0,0,0,0,15,70,0,5,7,0,3
K19,loc:334,locality,loc:334,334,קבוצת יבנה,2,2,612,459,458,1,טב,234,53,181,0.510917,48,1,0,0,0,0,0,2,0,0,234,1,5,53,13,0,0,12,0,1,1,53,0,0,0,0,1,13,17,0,0,2,0,1
K19,loc:335,locality,loc:335,335,רמת השופט,2,2,610,437,435,2,מרץ,135,132,3,0.310345,132,0,0,0,1,0,1,16,0,0,3,0,10,21,135,0,0,0,0,0,0,78,1,0,0,0,1,2,28,0,0,5,1,0
K19,loc:336,locality,loc:336,336,דורות,1,1,500,365,361,4,אמת,149,56,93,0.412742,149,0,0,0,0,0,5,7,0,0,3,0,56,7,50,0,0,2,0,0,0,47,0,0,0,0,0,5,24,1,0,4,0,1
K19,loc:338,locality,loc:338,338,איבים,1,1,118,14,14,0,מחל,5,2,3,0.357143,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,2
K19,loc:339,locality,loc:339,339,רמת צבי,1,1,387,309,308,1,אמת,112,66,46,0.363636,112,0,0,0,0,0,1,4,0,0,32,1,3,29,20,0,0,3,0,1,1,66,0,0,0,0,0,0,27,0,1,1,3,3
K19,loc:340,locality,loc:340,340,גת (קיבוץ),1,1,447,317,314,3,אמת,98,98,0,0.312102,98,0,0,0,0,0,0,11,0,0,3,0,2,16,98,0,0,0,0,0,0,54,0,0,0,0,0,2,25,0,1,3,1,0
K19,loc:342,locality,loc:342,342,גברעם,1,1,293,217,217,0,אמת,78,46,32,0.359447,78,0,0,0,0,1,0,3,0,1,10,0,11,24,17,0,0,2,0,0,0,46,0,0,0,0,0,1,16,0,1,3,0,3
K19,loc:343,locality,loc:343,343,חמדיה,1,1,305,219,217,2,אמת,100,45,55,0.460829,100,0,0,0,0,0,1,8,0,0,7,0,0,28,9,0,0,2,0,1,0,45,0,1,0,0,0,3,7,0,0,2,1,2
K19,loc:344,locality,loc:344,344,מענית,1,1,487,398,395,3,מרץ,125,116,9,0.316456,116,0,0,0,0,0,3,13,0,0,3,0,9,18,125,0,0,1,0,0,0,78,0,0,0,0,0,5,22,0,0,1,0,1
K19,loc:345,locality,loc:345,345,כפר סאלד,1,1,431,315,313,2,אמת,151,51,100,0.482428,151,0,0,0,0,0,3,15,0,1,4,0,1,13,44,0,0,2,0,0,0,51,0,0,0,0,0,0,19,0,0,9,0,0
K19,loc:346,locality,loc:346,346,גליל ים,1,1,309,246,246,0,אמת,79,55,24,0.321138,79,0,0,0,0,0,4,7,0,0,5,0,8,13,43,0,0,0,0,0,0,55,1,0,0,0,0,3,24,0,0,1,1,2
K19,loc:347,locality,loc:347,347,מנרה,1,1,216,152,151,1,אמת,74,20,54,0.490066,74,0,0,0,1,0,0,3,0,2,0,0,3,5,20,0,0,0,0,0,0,17,0,0,0,0,0,1,19,0,2,3,1,0
K19,loc:348,locality,loc:348,348,ניר עם,1,1,330,192,189,3,אמת,70,35,35,0.37037,70,1,0,0,0,0,2,3,0,0,1,0,24,6,35,0,0,1,0,0,0,24,0,0,0,0,0,2,10,0,0,8,0,2
K19,loc:3488,locality,loc:3488,3488,כפר עציון,1,1,399,326,323,3,טב,185,44,141,0.572755,27,0,0,0,0,0,0,1,0,0,185,0,0,44,3,0,0,13,0,0,0,8,1,0,0,0,0,37,0,0,0,1,0,3
K19,loc:35,locality,loc:35,35,גדות,1,1,352,228,228,0,אמת,89,54,35,0.390351,89,0,0,0,0,0,3,2,0,0,6,0,0,8,54,0,0,0,0,0,0,39,0,0,0,0,0,2,23,0,0,2,0,0
K19,loc:351,locality,loc:351,351,ניצן,1,1,719,560,557,3,טב,334,103,231,0.599641,4,6,0,0,0,0,1,0,0,0,334,0,5,103,2,0,0,65,0,0,0,7,1,0,0,0,0,14,0,0,0,2,0,13
K19,loc:352,locality,loc:352,352,גבולות,1,1,266,161,161,0,מרץ,74,39,35,0.459627,39,1,1,0,0,0,1,1,0,0,4,0,1,7,74,0,0,1,0,0,0,14,0,0,0,0,0,0,9,0,0,7,0,1
K19,loc:353,locality,loc:353,353,בית זיד,1,1,108,52,51,1,אמת,23,9,14,0.45098,23,0,0,0,1,0,0,1,0,0,0,0,2,4,3,0,0,0,1,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0
K19,loc:354,locality,loc:354,354,רביבים,1,1,654,424,420,4,אמת,221,45,176,0.52619,221,0,0,0,0,0,4,17,0,2,13,2,10,32,45,0,0,0,1,0,0,28,0,0,0,0,0,3,27,0,0,11,2,2
K19,loc:355,locality,loc:355,355,חורשים,1,1,264,171,171,0,מרץ,64,35,29,0.374269,35,0,0,0,0,0,1,2,0,0,9,0,3,5,64,0,0,2,0,0,0,30,0,0,0,0,0,0,16,0,0,0,2,2
K19,loc:3555,locality,loc:3555,3555,נתיב הגדוד,1,1,142,81,81,0,פה,17,16,1,0.209877,9,0,0,0,0,0,0,2,0,0,16,0,0,16,3,0,0,3,0,0,0,17,0,0,0,0,1,1,11,0,0,1,0,1
K19,loc:3556,locality,loc:3556,3556,אלמוג,1,1,140,104,104,0,אמת,57,18,39,0.548077,57,0,1,0,0,0,0,0,0,0,1,0,2,10,2,0,0,2,0,0,0,18,0,0,0,0,0,3,5,0,1,2,0,0
K19,loc:3557,locality,loc:3557,3557,קדומים,4,4,2302,1972,1962,10,טב,1382,255,1127,0.704383,5,8,0,0,0,0,0,0,0,0,1382,0,2,225,1,0,0,255,0,0,0,6,23,1,0,2,2,11,2,0,0,5,1,31
K19,loc:3558,locality,loc:3558,3558,תומר,1,1,242,182,182,0,מחל,54,44,10,0.296703,21,0,0,0,0,0,0,6,0,1,25,0,3,54,3,0,0,5,0,0,0,44,0,0,0,0,0,5,11,0,0,4,0,0
K19,loc:356,locality,loc:356,356,הגושרים,1,1,544,392,389,3,אמת,152,79,73,0.390746,152,0,0,0,0,0,0,27,0,2,11,0,4,35,33,0,1,2,0,0,0,79,1,0,0,0,0,2,35,0,0,0,2,3
K19,loc:3560,locality,loc:3560,3560,אלקנה,4,4,2448,2064,2061,3,טב,1494,264,1230,0.724891,12,14,0,0,0,0,0,4,0,1,1494,0,2,264,3,0,0,135,0,0,0,35,13,0,0,0,1,33,5,0,0,9,1,35
K19,loc:3561,locality,loc:3561,3561,מגדל עוז,1,1,252,178,177,1,טב,152,12,140,0.858757,4,1,0,0,0,0,0,0,0,0,152,0,0,12,1,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
K19,loc:3563,locality,loc:3563,3563,תקוע,3,3,1472,1135,1127,8,טב,535,258,277,0.474712,22,12,0,0,0,0,0,2,0,1,535,0,3,258,6,0,0,165,0,0,0,24,5,0,0,0,1,45,3,0,0,20,2,23
K19,loc:3564,locality,loc:3564,3564,כוכב השחר,2,2,932,810,809,1,טב,598,127,471,0.739184,0,10,0,0,0,0,0,0,0,0,598,0,0,54,1,0,0,127,0,0,0,2,2,0,0,0,0,4,0,0,0,3,0,8
