election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ב,ג,ודעם,ז,זץ,ט,י,יז,ינ,יף,יק,יר,כ,כך,כן,ל,מחל,מרצ,נ,ני,נר,עם,פה,ףז,צי,צכ,צף,ץ,ק,קי,קך,קץ,ר,רנ,רף,רק,שס,ת
K24,loc:2530,locality,loc:2530,2530,באר יעקב,30,30,17182,12529,12492,37,מחל,4329,2412,1917,0.346542,531,947,103,17,0,2,342,0,150,0,0,0,1,2,7,1129,429,4329,236,2,1,0,2,2412,1,1,2,0,0,1,1,0,1,34,6,2,0,873,928
K24,loc:254,locality,loc:254,254,כפר המכבי,1,1,316,219,218,1,פה,74,51,23,0.33945,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,37,7,14,24,0,0,0,0,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
K24,loc:255,locality,loc:255,255,כפר חיטים,1,1,519,344,344,0,מחל,117,58,59,0.340116,24,22,1,0,0,0,3,0,6,0,0,0,0,0,0,53,9,117,10,0,1,0,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,5,32
K24,loc:2550,locality,loc:2550,2550,גדרה,34,34,18140,12685,12635,50,מחל,3983,2457,1526,0.315235,874,940,61,11,0,3,703,0,139,0,0,2,1,1,4,1091,329,3983,483,0,1,1,5,2457,2,3,1,0,1,0,1,1,5,52,6,0,0,577,897
K24,loc:256,locality,loc:256,256,ניר דוד (תל עמל),1,1,625,477,477,0,פה,154,118,36,0.322851,95,9,0,0,0,0,2,0,1,0,0,0,0,0,0,63,13,11,118,0,0,0,0,154,1,0,0,0,0,0,0,0,0,4,0,0,0,0,6
K24,loc:2560,locality,loc:2560,2560,ערד,39,39,21593,12286,12186,100,ג,3198,2296,902,0.262432,392,373,3198,50,3,3,390,4,74,0,1,10,1,0,3,363,2296,2005,223,3,2,1,64,1924,9,2,0,0,4,3,0,2,2,80,1,4,0,195,501
K24,loc:257,locality,loc:257,257,נופך,1,1,405,315,315,0,מחל,121,41,80,0.384127,29,23,2,0,0,0,13,0,3,0,0,0,0,0,2,19,11,121,11,0,0,0,0,41,0,0,0,0,0,0,0,0,0,2,0,0,0,21,17
K24,loc:259,locality,loc:259,259,שדה נחום,1,1,603,436,435,1,פה,115,103,12,0.264368,62,25,0,0,0,0,7,0,3,0,0,0,0,0,0,63,15,103,16,0,0,0,0,115,0,0,0,0,0,0,0,0,0,2,0,0,0,2,22
K24,loc:26,locality,loc:26,26,ראש פינה,4,4,2478,1642,1637,5,מחל,353,277,76,0.215638,262,77,5,8,0,0,113,1,9,0,0,0,0,0,0,181,48,353,177,0,0,0,4,277,0,0,0,0,0,0,0,0,0,16,0,0,0,24,82
K24,loc:2600,locality,loc:2600,2600,אילת,89,89,51155,21139,21023,116,מחל,8866,2839,6027,0.421729,838,1108,97,90,4,5,706,7,278,1,1,11,1,0,9,1267,1560,8866,445,3,4,3,20,2839,3,3,2,1,2,1,4,2,6,153,11,2,0,1087,1583
K24,loc:2610,locality,loc:2610,2610,בית שמש,130,130,69429,42775,42470,305,ג,15242,7771,7471,0.358889,307,2734,15242,13,2,6,4398,5,99,1,1,5,2,9,26,756,1078,7771,125,2,3,2,9,1001,6,2,0,1,2,1,0,4,8,194,13,7,0,7745,890
K24,loc:262,locality,loc:262,262,גינוסר,1,1,552,342,341,1,אמת,85,85,0,0.249267,85,10,0,0,0,0,3,0,5,0,0,0,0,0,0,40,19,50,31,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
K24,loc:2620,locality,loc:2620,2620,קריית אונו,55,55,29593,21621,21553,68,פה,5850,4266,1584,0.271424,2327,1093,59,22,2,0,494,3,304,1,1,2,1,1,9,2742,712,4266,1706,1,0,0,4,5850,6,2,0,0,0,0,0,0,3,48,4,1,0,544,1345
K24,loc:263,locality,loc:263,263,מסדה,1,1,273,172,172,0,פה,36,35,1,0.209302,34,10,0,1,0,0,0,0,3,0,0,0,0,0,0,35,11,8,19,0,0,0,1,36,1,0,1,0,0,0,0,0,0,1,0,0,0,0,11
K24,loc:2630,locality,loc:2630,2630,קריית גת,79,79,43396,27158,26958,200,מחל,10192,3537,6655,0.37807,447,1319,1979,6,3,0,1686,10,139,1,1,1,3,3,35,1205,2811,10192,141,1,10,1,6,1866,7,1,1,1,1,5,5,9,7,104,9,7,0,3537,1398
K24,loc:264,locality,loc:264,264,שער הגולן,1,1,489,366,364,2,אמת,91,90,1,0.25,91,5,0,2,0,0,1,0,2,0,0,0,0,0,0,49,7,13,90,0,0,0,0,85,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17
K24,loc:2640,locality,loc:2640,2640,ראש העין,85,85,46544,34841,34737,104,מחל,10609,5718,4891,0.305409,1759,2600,534,21,1,2,2083,12,384,1,0,1,2,4,5,3677,1139,10609,972,4,1,0,3,5718,7,2,2,3,2,2,0,1,2,164,15,2,0,2844,2159
K24,loc:265,locality,loc:265,265,בית יוסף,1,1,366,213,213,0,מחל,143,21,122,0.671362,3,12,0,0,0,0,12,0,1,0,0,0,0,0,0,12,1,143,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,21,1
K24,loc:2650,locality,loc:2650,2650,רמת השרון,65,65,37614,27000,26955,45,פה,7858,4181,3677,0.291523,3025,953,403,45,1,2,455,2,188,0,0,1,2,2,6,3766,848,4181,3294,0,1,0,6,7858,4,0,1,0,0,0,2,7,1,66,6,2,0,592,1235
K24,loc:2660,locality,loc:2660,2660,יבנה,66,66,34792,24695,24572,123,מחל,9165,3833,5332,0.372986,971,1744,143,7,2,0,1065,1,236,0,1,0,0,1,10,2021,863,9165,501,1,4,0,5,3833,5,4,0,1,3,1,2,1,5,75,10,4,0,2472,1415
K24,loc:267,locality,loc:267,267,כפר שמריהו,3,3,1909,1235,1232,3,פה,402,222,180,0.326299,131,36,3,3,0,0,13,0,4,0,0,0,0,0,0,222,71,162,138,0,0,0,5,402,0,0,0,0,0,0,0,0,0,2,0,0,0,1,39
K24,loc:268,locality,loc:268,268,טירת צבי,1,1,518,404,404,0,ב,174,73,101,0.430693,14,174,1,0,0,0,73,0,2,0,0,0,0,0,0,20,1,44,6,0,0,0,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,2,36
K24,loc:269,locality,loc:269,269,מולדת,2,2,844,607,607,0,פה,196,124,72,0.3229,124,17,2,0,0,0,1,0,12,0,0,0,0,0,0,107,18,43,49,0,0,0,0,196,1,0,0,0,0,0,0,0,0,3,0,0,0,2,32
K24,loc:27,locality,loc:27,27,שדות מיכה,1,1,270,184,183,1,מחל,83,48,35,0.453552,2,13,2,0,0,0,11,0,0,0,0,0,0,0,0,7,3,83,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9
K24,loc:270,locality,loc:270,270,עין השופט,2,2,870,538,537,1,מרצ,170,141,29,0.316574,141,8,0,0,0,2,2,0,3,0,0,0,0,0,0,44,21,17,170,0,0,0,1,114,0,0,0,0,0,0,0,0,0,2,0,0,0,2,10
K24,loc:2710,locality,loc:2710,2710,אום אל-פחם,65,65,36766,12187,11972,215,ודעם,9635,1645,7990,0.804795,20,2,1,9635,0,3,1,1,19,10,2,2,4,0,2,8,3,172,312,1,2,1,1645,78,1,1,2,2,0,1,3,0,2,6,1,1,0,13,15
K24,loc:272,locality,loc:272,272,מעוז חיים,1,1,483,293,293,0,אמת,87,68,19,0.296928,87,9,0,1,0,0,5,0,6,0,0,0,0,0,0,47,5,18,21,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25
K24,loc:2720,locality,loc:2720,2720,טירה,35,35,18697,8806,8690,116,ודעם,4175,3528,647,0.480437,60,3,1,4175,1,3,2,1,12,4,1,0,0,0,2,15,2,85,367,0,0,0,3528,364,3,0,1,0,0,0,1,2,3,0,0,0,0,4,50
K24,loc:273,locality,loc:273,273,עין גב,1,1,479,320,319,1,אמת,114,58,56,0.357367,114,9,0,0,0,0,4,0,8,0,0,0,0,0,1,44,6,28,31,0,0,0,0,58,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14
K24,loc:2730,locality,loc:2730,2730,טייבה,54,54,29204,12675,12517,158,ודעם,8310,3246,5064,0.663897,57,3,0,8310,1,0,2,1,17,8,0,0,1,1,2,17,0,96,519,2,0,1,3246,132,1,2,2,4,2,2,0,1,1,3,2,2,0,74,5
K24,loc:274,locality,loc:274,274,כפר מנחם,2,2,899,673,671,2,מרצ,175,167,8,0.260805,135,16,0,5,0,1,2,0,3,0,0,0,0,0,0,87,9,43,175,0,0,0,0,167,0,0,0,0,0,0,0,0,0,1,0,0,0,2,25
K24,loc:276,locality,loc:276,276,צור משה,4,4,1905,1461,1461,0,פה,537,235,302,0.367556,196,72,2,1,0,0,12,0,10,0,0,0,0,0,0,235,24,131,138,0,0,0,0,537,1,0,1,0,0,0,0,0,0,7,0,0,0,12,82
K24,loc:278,locality,loc:278,278,אושה,1,1,382,276,276,0,פה,86,72,14,0.311594,72,7,0,3,0,0,0,0,2,0,0,1,0,0,0,37,8,24,20,0,0,0,0,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
K24,loc:28,locality,loc:28,28,מזכרת בתיה,18,18,10859,8127,8104,23,מחל,1974,1836,138,0.243583,721,777,15,10,0,1,243,1,90,1,0,0,0,1,2,1043,191,1974,412,1,1,0,0,1836,2,0,0,0,0,0,0,0,1,30,0,1,0,174,576
K24,loc:280,locality,loc:280,280,חניתה,2,2,716,446,446,0,אמת,122,82,40,0.273543,122,14,0,3,0,0,1,0,2,0,0,0,0,0,0,82,9,38,78,0,0,0,0,80,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15
K24,loc:2800,locality,loc:2800,2800,קריית שמונה,33,33,18324,10474,10393,81,מחל,5339,971,4368,0.513711,257,573,40,12,1,1,560,3,50,0,0,1,0,2,6,399,917,5339,110,3,0,0,4,527,3,0,2,0,0,2,0,0,1,30,4,3,0,971,572
K24,loc:281,locality,loc:281,281,פקיעין חדשה,1,1,336,256,256,0,מחל,140,70,70,0.546875,2,7,2,0,0,0,15,0,2,0,0,0,0,0,0,5,3,140,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4
K24,loc:282,locality,loc:282,282,שבי ציון,2,2,902,625,625,0,פה,144,108,36,0.2304,104,55,0,0,0,0,10,0,3,0,0,0,0,0,0,100,22,108,43,0,0,0,0,144,0,0,0,0,0,0,0,0,0,1,0,0,0,4,31
K24,loc:284,locality,loc:284,284,שדה ורבורג,2,2,998,755,754,1,פה,249,128,121,0.330239,128,18,1,1,0,0,5,0,4,0,0,0,0,0,1,110,19,57,128,0,0,0,0,249,0,0,0,0,0,0,0,0,1,1,0,0,0,1,30
K24,loc:285,locality,loc:285,285,אלונים,1,1,508,398,396,2,פה,121,112,9,0.305556,112,15,0,0,0,0,1,0,4,0,0,0,0,0,0,60,9,24,31,0,0,0,0,121,0,0,0,0,0,0,0,1,0,1,0,0,0,1,16
K24,loc:286,locality,loc:286,286,מעלה החמישה,1,1,574,413,413,0,אמת,112,103,9,0.271186,112,11,1,1,0,0,1,0,2,0,0,0,0,0,1,68,11,19,62,0,0,0,0,103,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19
K24,loc:287,locality,loc:287,287,תל יצחק,2,2,652,213,211,2,פה,48,41,7,0.227488,34,5,0,1,0,0,1,0,1,0,0,0,0,0,0,29,12,26,41,0,0,0,0,48,0,0,0,0,1,0,0,0,0,1,0,0,0,2,9
K24,loc:288,locality,loc:288,288,בית יהושע,2,2,755,571,571,0,פה,175,99,76,0.30648,99,20,2,0,0,0,4,0,2,0,0,0,0,0,0,97,14,53,79,0,0,0,0,175,0,0,0,0,0,0,0,0,0,4,0,0,0,1,21
K24,loc:289,locality,loc:289,289,עין המפרץ,2,2,719,547,544,3,מרצ,207,117,90,0.380515,117,7,0,1,0,0,2,0,6,0,0,0,0,0,0,65,6,10,207,0,0,0,0,115,2,0,0,0,0,0,0,0,0,1,0,0,0,1,4
K24,loc:29,locality,loc:29,29,יסוד המעלה,3,3,1301,917,917,0,כן,195,179,16,0.21265,113,57,1,1,0,0,47,0,16,0,0,0,0,0,1,195,26,179,53,0,0,0,0,156,0,0,0,0,0,0,0,0,1,2,0,0,0,5,64
K24,loc:290,locality,loc:290,290,מעיין צבי,2,2,676,476,476,0,פה,141,105,36,0.296218,105,17,1,0,0,0,4,0,2,0,0,0,0,0,0,83,10,26,57,0,0,0,0,141,0,0,0,0,0,0,0,0,0,4,1,0,0,2,23
K24,loc:292,locality,loc:292,292,שרונה,1,1,434,337,337,0,כן,84,69,15,0.249258,56,21,0,1,0,0,4,0,1,0,0,0,0,0,0,84,10,31,43,0,0,0,0,69,0,0,0,0,0,0,0,0,0,1,0,0,0,2,14
K24,loc:293,locality,loc:293,293,שדה יואב,1,1,390,310,308,2,פה,74,72,2,0.24026,66,7,0,1,0,0,1,0,6,0,0,0,0,0,0,46,8,14,72,0,0,0,0,74,0,0,0,0,0,0,0,0,0,2,0,0,0,1,10
K24,loc:294,locality,loc:294,294,אילון,2,2,837,613,612,1,מרצ,176,114,62,0.287582,105,32,0,0,0,0,5,0,7,0,0,0,0,0,0,50,23,76,176,0,0,0,0,114,0,0,0,0,0,1,0,0,0,0,2,0,0,1,20
K24,loc:295,locality,loc:295,295,כפר רופין,1,1,400,284,284,0,אמת,81,65,16,0.285211,81,13,0,0,0,0,5,0,0,0,0,0,0,0,0,46,8,17,34,0,0,0,0,65,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9
K24,loc:296,locality,loc:296,296,נווה איתן,1,1,184,108,108,0,אמת,43,19,24,0.398148,43,7,0,0,0,0,0,0,3,0,0,0,0,0,0,10,1,12,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
K24,loc:297,locality,loc:297,297,כפר מסריק,1,1,596,426,426,0,מרצ,128,112,16,0.300469,81,7,0,0,0,0,1,0,1,0,0,0,0,0,0,44,29,11,128,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
K24,loc:298,locality,loc:298,298,מסילות,1,1,435,281,281,0,פה,68,65,3,0.241993,65,6,0,0,0,0,3,0,4,0,0,0,0,0,0,41,14,10,56,0,0,0,0,68,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12
K24,loc:300,locality,loc:300,300,דלייה,2,2,674,510,510,0,מרצ,193,117,76,0.378431,114,4,0,3,0,0,1,1,1,0,0,0,0,0,0,50,9,11,193,0,0,0,0,117,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
K24,loc:3000,locality,loc:3000,3000,ירושלים,741,741,423130,250088,248649,1439,ג,58585,51238,7347,0.235613,9846,16529,58585,2763,17,13,23039,44,1058,10,7,46,5,31,36,8181,4886,51238,9177,19,20,5,386,13960,50,12,6,5,13,12,14,15,36,879,46,62,0,39151,8447
K24,loc:301,locality,loc:301,301,בית עוזיאל,1,1,473,331,331,0,מחל,132,43,89,0.398792,16,23,0,0,0,14,23,1,10,0,0,0,0,0,0,18,6,132,7,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16
K24,loc:302,locality,loc:302,302,דפנה,1,1,597,442,442,0,אמת,135,121,14,0.30543,135,10,0,1,0,0,2,0,1,0,0,0,0,0,0,49,21,36,48,0,0,0,0,121,0,0,0,0,0,0,0,0,0,3,0,0,0,1,14
K24,loc:303,locality,loc:303,303,דן,1,1,532,400,399,1,מרצ,131,101,30,0.328321,86,7,0,2,0,0,2,0,2,0,0,0,0,0,0,44,11,6,131,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
K24,loc:304,locality,loc:304,304,שדה אליהו,1,1,643,396,396,0,ב,177,81,96,0.44697,12,177,2,0,0,0,81,0,0,0,0,0,0,1,0,22,1,52,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,1,25
K24,loc:305,locality,loc:305,305,גשר,1,1,403,253,251,2,אמת,96,49,47,0.38247,96,9,0,1,0,0,1,0,4,0,0,0,0,0,0,38,2,16,20,0,0,0,1,49,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12
K24,loc:306,locality,loc:306,306,שדמות דבורה,1,1,482,385,384,1,פה,110,72,38,0.286458,65,19,0,2,0,0,5,0,5,0,0,0,0,0,0,72,15,29,32,0,0,0,0,110,0,0,0,0,0,0,0,0,0,2,0,0,0,0,28
K24,loc:307,locality,loc:307,307,הזורעים,1,1,533,444,441,3,ט,152,124,28,0.344671,4,124,5,0,0,0,152,1,0,0,0,0,0,0,0,2,4,110,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,10,14
K24,loc:308,locality,loc:308,308,מחניים,1,1,599,416,416,0,אמת,93,76,17,0.223558,93,21,3,1,0,0,3,0,5,0,0,0,0,0,0,48,29,76,44,0,0,0,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,1,19
K24,loc:309,locality,loc:309,309,נהורה,2,2,962,686,685,1,מחל,322,79,243,0.470073,12,60,4,0,0,0,24,0,3,0,0,0,0,0,0,53,7,322,8,0,0,0,0,79,0,0,0,0,0,0,0,0,0,5,0,0,0,76,32
K24,loc:31,locality,loc:31,31,אופקים,43,43,22735,13859,13757,102,מחל,4481,3149,1332,0.325725,159,691,2260,6,1,0,827,2,66,1,0,1,0,1,3,297,831,4481,69,2,0,1,12,494,2,1,0,0,0,3,0,3,1,40,1,0,0,3149,352
K24,loc:310,locality,loc:310,310,כפר גליקסון,1,1,287,220,220,0,אמת,63,54,9,0.286364,63,10,0,3,0,1,0,0,4,0,0,0,0,0,0,26,2,7,38,0,0,0,0,54,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10
K24,loc:311,locality,loc:311,311,גן שורק,1,1,271,201,201,0,פה,62,41,21,0.308458,26,17,0,1,0,0,2,0,0,0,0,0,0,0,0,41,5,29,13,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
K24,loc:312,locality,loc:312,312,נווה ים,1,1,210,153,153,0,מחל,39,29,10,0.254902,29,16,0,0,0,0,9,0,5,0,0,0,0,0,0,13,5,39,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
K24,loc:313,locality,loc:313,313,אפק,1,1,519,394,394,0,פה,113,103,10,0.286802,103,18,0,1,0,0,0,0,3,0,0,0,0,0,0,71,5,17,37,0,0,0,1,113,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
K24,loc:315,locality,loc:315,315,נגבה,2,2,709,479,478,1,פה,116,112,4,0.242678,75,11,1,1,0,0,2,0,7,0,0,0,0,0,0,71,19,37,112,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25
K24,loc:316,locality,loc:316,316,כפר נטר,2,2,697,550,549,1,פה,154,111,43,0.28051,91,28,0,1,0,0,6,0,4,0,0,0,0,0,0,111,13,54,61,0,0,0,0,154,0,0,0,0,0,0,0,0,0,1,0,0,0,4,21
K24,loc:317,locality,loc:317,317,בית אורן,1,1,338,224,224,0,אמת,52,51,1,0.232143,52,4,1,0,0,0,3,0,8,0,0,0,0,0,0,35,6,20,29,0,0,0,0,51,0,0,0,0,0,0,0,0,0,6,0,0,0,1,8
K24,loc:318,locality,loc:318,318,עמיעוז,1,1,214,133,133,0,מחל,62,22,40,0.466165,2,5,1,0,0,0,3,0,0,0,0,0,0,0,0,14,1,62,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,22,5
K24,loc:319,locality,loc:319,319,עמיר,1,1,503,367,367,0,מרצ,119,76,43,0.324251,76,3,0,2,0,0,4,0,3,0,0,0,0,0,0,46,6,18,119,0,0,0,1,76,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10
K24,loc:32,locality,loc:32,32,עוצם,1,1,450,351,350,1,שס,158,138,20,0.451429,1,20,5,0,0,0,13,0,1,0,0,0,0,0,0,6,0,138,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,158,5
K24,loc:320,locality,loc:320,320,כפר ורבורג,2,2,850,660,660,0,פה,186,149,37,0.281818,89,36,0,1,0,1,9,0,4,0,0,0,0,0,0,149,18,88,50,0,0,0,0,186,0,0,0,0,0,0,0,0,0,1,0,0,0,6,22
K24,loc:322,locality,loc:322,322,בית הלל,1,1,571,404,403,1,פה,114,92,22,0.282878,92,9,0,0,0,0,0,0,1,0,0,0,0,0,0,77,18,22,40,0,0,0,0,114,0,0,0,0,0,0,0,0,0,2,0,0,0,0,28
K24,loc:324,locality,loc:324,324,שאר ישוב,1,1,413,301,300,1,פה,88,59,29,0.293333,49,22,0,0,0,0,6,1,8,0,0,0,0,0,0,35,8,59,5,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,2,0,0,3,14
K24,loc:325,locality,loc:325,325,מצובה,2,2,854,568,568,0,פה,170,94,76,0.299296,94,40,1,0,0,0,2,1,12,0,0,0,0,0,1,72,11,86,45,0,0,0,0,170,0,1,0,0,0,0,0,0,0,1,0,0,0,4,27
K24,loc:326,locality,loc:326,326,בית יצחק-שער חפר,3,3,1650,1285,1283,2,פה,408,266,142,0.318005,185,49,2,0,0,0,14,0,18,0,0,1,0,0,1,266,26,100,146,0,0,0,0,408,1,0,0,0,1,0,0,0,0,5,0,0,0,2,58
K24,loc:327,locality,loc:327,327,שדות ים,2,2,722,593,593,0,פה,145,138,7,0.244519,138,13,7,2,0,0,4,0,5,0,0,0,0,0,0,124,18,35,59,0,0,0,0,145,0,0,0,0,0,0,0,0,0,14,1,0,0,6,22
K24,loc:329,locality,loc:329,329,שדה נחמיה,2,2,792,574,574,0,אמת,135,110,25,0.235192,135,21,0,0,0,0,5,0,14,0,0,0,0,0,1,64,14,79,58,0,0,0,1,110,0,0,0,0,0,1,0,0,0,6,0,0,0,3,62
K24,loc:33,locality,loc:33,33,בת שלמה,1,1,442,357,355,2,פה,103,61,42,0.290141,61,24,2,0,0,0,6,0,6,0,0,0,0,0,0,43,16,42,36,0,0,0,0,103,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10
K24,loc:330,locality,loc:330,330,אלומות,1,1,316,205,205,0,פה,49,45,4,0.239024,45,12,1,0,0,0,2,0,2,0,0,0,0,0,0,26,3,24,31,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
K24,loc:331,locality,loc:331,331,ניר צבי,2,2,905,710,710,0,פה,210,130,80,0.295775,110,25,2,2,0,0,3,0,10,0,0,0,0,0,0,130,26,74,82,0,0,0,0,210,0,0,0,0,0,0,0,0,0,5,0,0,0,3,28
K24,loc:334,locality,loc:334,334,קבוצת יבנה,1,1,602,444,443,1,ב,175,54,121,0.395034,33,175,2,0,0,0,26,0,3,0,0,0,0,0,0,42,1,54,6,0,0,0,0,48,0,0,0,0,0,0,0,0,0,2,0,0,0,3,48
K24,loc:335,locality,loc:335,335,רמת השופט,2,2,743,525,523,2,פה,131,126,5,0.250478,114,14,0,1,0,0,2,0,1,0,0,0,0,0,0,65,17,26,126,0,0,0,0,131,0,0,0,0,0,0,0,0,0,8,0,0,0,1,17
K24,loc:336,locality,loc:336,336,דורות,1,1,557,415,414,1,אמת,125,94,31,0.301932,125,18,0,2,0,1,5,0,3,0,0,0,1,0,0,66,6,24,52,0,0,0,0,94,0,0,0,0,0,0,0,0,0,1,0,0,0,2,14
K24,loc:338,locality,loc:338,338,איבים,1,1,138,40,40,0,מחל,17,10,7,0.425,0,4,0,0,0,1,10,0,0,0,0,0,0,0,0,5,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
K24,loc:339,locality,loc:339,339,רמת צבי,1,1,468,392,391,1,פה,100,86,14,0.255754,74,21,1,2,0,1,5,0,4,0,0,0,0,0,0,86,5,28,37,0,0,0,0,100,1,1,0,0,0,0,0,0,0,1,0,0,0,1,23
K24,loc:340,locality,loc:340,340,גת (קיבוץ),1,1,598,423,423,0,פה,109,102,7,0.257683,88,10,0,0,0,0,2,0,4,0,0,0,0,0,0,51,8,24,102,0,0,0,0,109,0,0,0,0,0,0,0,0,0,5,0,0,0,0,20
K24,loc:342,locality,loc:342,342,גברעם,1,1,404,326,325,1,פה,103,65,38,0.316923,46,14,1,0,1,0,1,0,4,0,0,0,0,0,1,65,20,21,23,0,0,1,0,103,0,0,0,0,0,0,0,1,0,1,0,0,0,4,18
K24,loc:343,locality,loc:343,343,חמדיה,1,1,317,221,220,1,פה,53,44,9,0.240909,44,18,0,0,0,0,1,0,2,0,0,0,1,0,0,25,2,36,18,0,0,0,0,53,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18
K24,loc:344,locality,loc:344,344,מענית,1,1,563,460,457,3,פה,138,117,21,0.301969,117,5,0,4,0,0,2,0,5,0,0,0,0,0,0,37,14,18,104,0,0,0,0,138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
K24,loc:345,locality,loc:345,345,כפר סאלד,1,1,508,376,369,7,אמת,115,93,22,0.311653,115,9,0,0,0,0,0,0,5,0,0,0,0,0,0,57,8,17,55,0,0,0,0,93,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8
K24,loc:346,locality,loc:346,346,גליל ים,1,1,353,276,276,0,אמת,84,71,13,0.304348,84,4,0,3,0,0,0,0,3,0,0,0,0,0,0,59,6,8,23,0,0,0,1,71,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4
K24,loc:347,locality,loc:347,347,מנרה,1,1,210,147,147,0,אמת,56,27,29,0.380952,56,1,0,0,0,0,0,0,1,0,0,0,0,0,0,22,5,4,24,0,0,0,0,27,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5
K24,loc:348,locality,loc:348,348,ניר עם,1,1,417,270,268,2,אמת,61,54,7,0.227612,61,18,1,1,0,0,4,0,9,0,0,0,0,0,0,54,11,29,22,0,0,0,0,43,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13
K24,loc:3488,locality,loc:3488,3488,כפר עציון,1,1,488,378,377,1,ב,162,85,77,0.429708,7,162,2,0,0,0,66,0,0,0,0,0,0,0,0,12,0,85,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25
K24,loc:35,locality,loc:35,35,גדות,1,1,372,244,243,1,אמת,85,66,19,0.349794,85,1,0,0,0,0,1,0,1,0,0,0,0,0,0,36,6,6,35,0,0,0,0,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
K24,loc:351,locality,loc:351,351,ניצן,3,3,1498,1141,1138,3,ט,449,329,120,0.394552,5,243,4,2,1,0,449,0,1,0,0,0,0,0,0,16,1,329,2,0,0,0,1,9,0,1,0,0,0,0,0,0,1,2,0,0,0,49,22
K24,loc:352,locality,loc:352,352,גבולות,1,1,319,198,198,0,מרצ,50,43,7,0.252525,40,3,0,3,0,0,1,0,13,0,0,0,0,0,0,11,18,7,50,0,0,0,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
K24,loc:353,locality,loc:353,353,בית זיד,1,1,112,64,64,0,פה,24,21,3,0.375,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,2,0,1,1,0,24,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
K24,loc:354,locality,loc:354,354,רביבים,2,2,712,439,437,2,אמת,141,87,54,0.322654,141,24,0,2,0,0,3,0,6,0,0,0,0,0,0,54,34,25,43,0,0,0,0,87,1,0,0,0,0,0,0,0,0,6,0,0,0,0,11
